,SB,DT,DB,ASP,TC,LT,VB,PC,GB,PC_S1,SB_M1,ASP_S1,ASP_S2,ASP_S3
Debcl,0.1882581271227559,0.1235186873290793,0.2849067269643867,0.4249084249084249,0.2126642771804062,0.1588785046728972,0.2699386503067484,0.2551594746716698,0.1666666666666666,197.5,9.490946938048566,2922.8863987737896,327.4902690700393,72.6402515
CG15908,0.1843765162542455,0.0756608933454876,0.2447710570944036,0.2417582417582417,0.1266427718040621,0.0778816199376947,0.2229038854805726,0.2870544090056285,0.0138888888888888,210.5,11.0167568733795,377.4535082166694,106.25816080888696,31.13277875
CG9436,0.5424551188743328,0.263901549680948,0.5720746184284907,0.5164835164835165,0.2855436081242533,0.3333333333333333,0.4662576687116564,0.6116322701688556,0.4861111111111111,276.75,12.20747211815755,4010.79373264186,310.8326358053722,119.73402425
vimar,0.0533721494420184,0.0382862351868732,0.0604861503674392,0.0695970695970696,0.046594982078853,0.0654205607476635,0.0449897750511247,0.0631644777986241,0.0833333333333333,345.25,10.6727003066662,6314.17456482069,1183.7888332712455,69.08906075
pwn,0.1081999029597282,0.0774840474020054,0.4024872809496891,0.4249084249084249,0.4062126642771804,0.2461059190031152,0.4642126789366053,0.4383989993746091,0.125,542.0,8.325366220372004,2594.594069707157,357.32612397345724,10.298755
CG11127,0.0883066472586123,0.0624430264357338,0.1588468061051441,0.0329670329670329,0.063321385902031,0.0373831775700934,0.1329243353783231,0.1550969355847404,0.0138888888888888,688.75,10.93709220977265,3536.1043598715264,483.5901960372833,117.8854185
dpa,0.0213488597768073,0.0259799453053783,0.0276992651215375,0.0036630036630036,0.025089605734767,0.0093457943925233,0.0184049079754601,0.0206378986866791,0.0138888888888888,167.0,10.56326757019145,12018.001198392469,1418.21949214216,109.67978399999998
PIG-G,0.0844250363901018,0.0405651777575205,0.0910118711136235,0.0659340659340659,0.063321385902031,0.0591900311526479,0.1145194274028629,0.1081926203877423,0.0277777777777777,245.5,10.53368972020355,3477.2406726311333,571.0184040868263,38.13534375
CG30491,0.0572537603105288,0.031905195989061,0.0876201243640474,0.0769230769230769,0.052568697729988,0.0249221183800623,0.0797546012269938,0.1056910569105691,0.0,215.0,10.28463699755755,732.7262587192827,145.90050443500525,25.922870000000003
U2A,0.2702571567200388,0.1522333637192342,0.3725268513284341,0.304029304029304,0.2031063321385902,0.1370716510903426,0.3435582822085889,0.407754846779237,0.0972222222222222,323.75,11.8824393889606,3016.4548566233266,454.6665516803408,155.15948625
Nop17l,0.2173702086365841,0.1349134001823154,0.2803843979649519,0.282051282051282,0.1624850657108721,0.1433021806853582,0.3128834355828221,0.3514696685428393,0.0555555555555555,347.25,11.302150706058349,5093.120280625643,849.8820557752449,68.017494
CG12822,0.1368267831149927,0.0979945305378304,0.1746749576031656,0.2014652014652014,0.084826762246117,0.0591900311526479,0.1615541922290388,0.1475922451532207,0.0138888888888888,265.75,10.5358044955559,2003.528979015843,431.6820131019232,123.1490995
Cul1,0.3289665211062591,0.2452142206016408,0.3668739400791407,0.3736263736263736,0.2939068100358423,0.4766355140186916,0.3496932515337423,0.4552845528455284,0.8055555555555556,707.75,11.0099094570442,9086.98012555566,979.67958114764,87.42322725
nito,0.1106259097525473,0.0788514129443938,0.1548897682306387,0.0915750915750915,0.080047789725209,0.1308411214953271,0.1206543967280163,0.1701063164477798,0.2361111111111111,187.25,11.0541976794225,9945.620259717258,1433.5518172947377,111.79744775
Cul4,0.0684133915574963,0.0638103919781221,0.1000565291124929,0.0549450549450549,0.064516129032258,0.0716510903426791,0.0552147239263803,0.091307066916823,0.0138888888888888,256.75,10.023973504251977,4660.089335931083,554.3062604487692,35.44590125
udd,0.2183406113537118,0.1727438468550592,0.3352176370830978,0.2637362637362637,0.1517323775388291,0.2710280373831775,0.310838445807771,0.2995622263914946,0.5,158.0,10.64824679300975,2148.8963820451067,237.82782267188048,89.2910175
coil,0.0621057738961669,0.048313582497721,0.1158846806105144,0.0366300366300366,0.052568697729988,0.0467289719626168,0.1104294478527607,0.0863039399624765,0.0833333333333333,260.5,9.68811131043938,762.4543529982751,181.45515088672929,14.16291975
pdm3,0.074235807860262,0.0674567000911577,0.5036743923120407,0.0183150183150183,0.0908004778972521,0.1744548286604361,0.5848670756646217,0.2326454033771107,0.0138888888888888,154.0,8.55465880044724,3489.529968788064,565.8278317331137,15.56874175
Cyp4e2,0.1232411450752062,0.0984503190519598,0.1554550593555681,0.1758241758241758,0.2317801672640382,0.1713395638629283,0.1431492842535787,0.0888055034396497,0.0555555555555555,253.25,11.4878138784253,1403.4571288089903,137.83912839094194,13.15976675
beta3GalTII,0.0368753032508491,0.0328167730173199,0.0480497456189937,0.0476190476190476,0.025089605734767,0.043613707165109,0.0572597137014314,0.0500312695434646,0.0833333333333333,168.25,8.262198195425334,1050.4714376355212,242.17039220103703,30.9876565
CG30349,0.081513828238719,0.0533272561531449,0.0684002261164499,0.0879120879120879,0.060931899641577,0.0249221183800623,0.1513292433537832,0.0869293308317698,0.0138888888888888,215.75,11.8925230043138,3509.6101321476067,469.9500792756065,38.89670475
CG8243,0.1926249393498302,0.1257976298997265,0.253815715093273,0.2197802197802197,0.1696535244922341,0.1838006230529595,0.2453987730061349,0.2833020637898686,0.1944444444444444,370.0,11.19976222728755,5231.72253179939,801.2191975050757,85.8102315
CG8237,0.1921397379912663,0.1030082041932543,0.3120407009609949,0.1465201465201465,0.1469534050179211,0.1246105919003115,0.2678936605316973,0.3195747342088805,0.0555555555555555,429.5,11.312119673705,2042.5328747561132,253.23354459555924,56.31112925
Prp38,0.1125667151868025,0.0674567000911577,0.1526286037309214,0.2087912087912088,0.066905615292712,0.0965732087227414,0.1574642126789366,0.1569731081926204,0.0416666666666666,225.5,11.4746243316037,1706.82603655464,258.10491912031523,49.9960885
CG30344,0.1654536632702571,0.048313582497721,0.1520633126059921,0.1758241758241758,0.1624850657108721,0.1308411214953271,0.1349693251533742,0.2833020637898686,0.0972222222222222,388.0,8.57387758448676,1255.4660510268266,430.6776641353802,25.30954525
Rme-8,0.1208151382823871,0.0897903372835004,0.1294516676088185,0.0989010989010989,0.1027479091995221,0.205607476635514,0.1370143149284253,0.1450906816760475,0.6388888888888888,168.5,10.264247691327949,4739.373480338953,511.3901251193832,8.32994575
Mad1,0.0718098010674429,0.0487693710118505,0.0904465799886941,0.0476190476190476,0.048984468339307,0.0373831775700934,0.081799591002045,0.089430894308943,0.0555555555555555,171.5,10.67606263945095,2609.38092135094,246.83447928708023,32.40101575
Pdk,0.0422125181950509,0.0241567912488605,0.0729225551158846,0.0256410256410256,0.025089605734767,0.1246105919003115,0.0531697341513292,0.1019387116948092,0.1111111111111111,211.25,10.87661641418075,2795.5499025956065,263.2977972675548,26.852525
Uba1,1.1843765162542454,0.7215132178669098,1.429055963821368,1.1538461538461535,0.961768219832736,1.3395638629283488,1.4212678936605316,1.902439024390244,1.2638888888888888,610.0,12.2890288697525,27713.40478747733,2537.6337693722357,117.59781900000002
CG1671,0.0252304706453178,0.0405651777575205,0.0327868852459016,0.0293040293040293,0.015531660692951,0.0,0.0470347648261758,0.0431519699812382,0.0,174.0,11.292292451577,5584.237134342507,994.8029170113094,60.1490585
PCB,0.1368267831149927,0.0697356426618049,0.178631995477671,0.5054945054945055,0.3189964157706093,0.3208722741433021,0.3558282208588957,0.1131957473420888,0.0694444444444444,265.0,11.7763173861664,5918.34480114706,389.2528061575562,10.75026575
CG12134,0.0451237263464337,0.0469462169553327,0.075183719615602,0.0219780219780219,0.033452807646356,0.0062305295950155,0.0961145194274028,0.0725453408380237,0.0138888888888888,250.75,11.5118505368073,2569.0526307699697,470.6780526452876,58.9657935
oys,0.1572052401746725,0.129443938012762,0.1667608818541548,0.1135531135531135,0.1254480286738351,0.1370716510903426,0.1554192229038855,0.1763602251407129,0.2916666666666667,276.0,9.81236152961313,3400.893113351207,469.56428020659104,25.550986
mRpL42,0.3391557496360989,0.1763901549680948,0.3770491803278688,0.3626373626373626,0.2568697729988052,0.1619937694704049,0.4008179959100204,0.4671669793621013,0.125,269.0,11.41246761529405,1387.4688873462364,202.56490726540875,169.76676025
dmpd,0.1125667151868025,0.0756608933454876,0.0960994912379875,0.0952380952380952,0.062126642771804,0.087227414330218,0.1002044989775051,0.1044402751719824,0.1111111111111111,240.25,9.214461772947796,3924.4496249719,541.5827153921252,47.50490975
whd,0.3692382338670548,0.2648131267092069,0.5172413793103449,0.6923076923076923,0.3237753882915173,0.5607476635514018,0.4989775051124744,0.407754846779237,0.8611111111111112,323.25,9.771989306922023,6209.877623577992,1380.1260282762184,68.08865725000001
nclb,0.1242115477923338,0.0752051048313582,0.1209723007348784,0.0989010989010989,0.074074074074074,0.0186915887850467,0.2249488752556237,0.2176360225140713,0.0277777777777777,602.75,11.49519657170215,5721.48167412616,1031.4271166526817,121.41974825
CG12942,0.0354196991751576,0.027803099361896,0.0429621254946297,0.0146520146520146,0.021505376344086,0.0342679127725856,0.032719836400818,0.0368980612883051,0.0972222222222222,250.25,9.80376814166669,2658.8749692542965,423.5220057200195,45.8516145
Syx6,0.074235807860262,0.0373746581586144,0.0853589598643301,0.0769230769230769,0.052568697729988,0.043613707165109,0.0613496932515337,0.1444652908067542,0.0416666666666666,229.5,8.858281959352304,461.5668694218946,245.2028339997068,12.310923
Mppe,0.059194565744784,0.0300820419325433,0.0898812888637648,0.0952380952380952,0.07168458781362,0.0249221183800623,0.0777096114519427,0.1225766103814884,0.0138888888888888,267.5,9.23248523570974,1418.924548836873,246.58594386029628,34.122748
EndoG,0.1450752062105774,0.0679124886052871,0.1599773883550028,0.2051282051282051,0.058542413381123,0.0841121495327102,0.1226993865030674,0.1738586616635397,0.0694444444444444,221.5,8.815558055726331,725.839045096252,161.05489962131048,29.0502335
mIF3,0.0912178554099951,0.0437556973564266,0.111927642736009,0.1648351648351648,0.056152927120669,0.0747663551401869,0.1165644171779141,0.1194496560350218,0.0694444444444444,205.25,7.472274521327805,644.0561562260223,72.6962394480685,19.94931525
