"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","diff.pct","gene"
"eIF3b",2.25580347317816e-20,0.514103685414533,0.816,0.667,2.51905573849805e-16,0.149,"eIF3b"
"SC35",2.44225047529753e-20,-0.801792985553518,0.444,0.636,2.72726110576475e-16,-0.192,"SC35"
"CG15365",2.55407414505355e-20,1.75393546943059,0.211,0.062,2.8521345977813e-16,0.149,"CG15365"
"Tango5",2.59728712021316e-20,1.28465456437603,0.35,0.153,2.90039052714204e-16,0.197,"Tango5"
"CG33298",2.71213239737292e-20,0.890867527898108,0.559,0.33,3.02863824814635e-16,0.229,"CG33298"
"CG6118",3.01007455542076e-20,2.08153213056447,0.179,0.046,3.36135025603836e-16,0.133,"CG6118"
"Nxf3",3.31222240204596e-20,1.52820460704514,0.262,0.093,3.69875875636473e-16,0.169,"Nxf3"
"Fib",4.13681966078432e-20,1.60692982648298,0.24,0.079,4.61958651519785e-16,0.161,"Fib"
"Hsl",4.29327099027878e-20,1.91029125919244,0.186,0.05,4.79429571484431e-16,0.136,"Hsl"
"Pcl",4.32756017325502e-20,1.48748190642822,0.265,0.094,4.83258644547388e-16,0.171,"Pcl"
"Top3beta",4.5740127827762e-20,1.47412927975729,0.267,0.095,5.10780007452618e-16,0.172,"Top3beta"
"mam",4.6908714874583e-20,1.28437680509276,0.324,0.129,5.23829619004469e-16,0.195,"mam"
"Smg6",5.29213564298736e-20,1.48698360393216,0.27,0.098,5.90972787252399e-16,0.172,"Smg6"
"fwe",5.72297147298859e-20,-0.852401085803084,0.404,0.597,6.39084224388636e-16,-0.193,"fwe"
"Amun",5.85591061209894e-20,0.79402731844327,0.6,0.35,6.53929538053089e-16,0.25,"Amun"
"dtn",7.19436603760251e-20,1.70181051587017,0.213,0.064,8.03394855419072e-16,0.149,"dtn"
"Aef1",7.29797716322065e-20,1.29322623110311,0.333,0.141,8.1496510981685e-16,0.192,"Aef1"
"lncRNA:roX2",8.14049927368403e-20,-1.16055404473073,0.208,0.46,9.09049553892296e-16,-0.252,"lncRNA:roX2"
"CG11593",8.53395697426991e-20,1.16898761246131,0.368,0.162,9.52986975316721e-16,0.206,"CG11593"
"tara",9.14153863351437e-20,1.52322171809688,0.238,0.078,1.02083561920455e-15,0.16,"tara"
"Ccm3",9.65790160999798e-20,-1.03957604446248,0.304,0.522,1.07849787278847e-15,-0.218,"Ccm3"
"cdc14",1.00035329303055e-19,1.3270813461792,0.324,0.136,1.11709452232721e-15,0.188,"cdc14"
"fz",1.07168870534398e-19,0.920743300760747,0.495,0.252,1.19675477725762e-15,0.243,"fz"
"CG14223",1.08661244478754e-19,2.29185941996611,0.137,0.028,1.21342011709425e-15,0.109,"CG14223"
"l(3)05822",1.18360553084124e-19,1.48094181892284,0.27,0.098,1.32173229629041e-15,0.172,"l(3)05822"
"CG42327",1.19729333490052e-19,1.65150697569876,0.211,0.063,1.33701746708341e-15,0.148,"CG42327"
"sty",1.22565691600422e-19,0.474847747883272,0.858,0.714,1.36869107810191e-15,0.144,"sty"
"luna",1.28488913981495e-19,0.415933646221476,0.875,0.769,1.43483570243135e-15,0.106,"luna"
"ImpE1",1.41426441295254e-19,-1.42570873240505,0.211,0.44,1.5793090699441e-15,-0.229,"ImpE1"
"Vps29",1.69381639641528e-19,-1.07577259619369,0.287,0.508,1.89148476987694e-15,-0.221,"Vps29"
"SKIP",1.71047907756944e-19,1.4118798937733,0.272,0.099,1.91009198592179e-15,0.173,"SKIP"
"CG4598",1.81763306163709e-19,-1.0489344226328,0.304,0.517,2.02975083993014e-15,-0.213,"CG4598"
"Rok",1.92872124308986e-19,0.985389602486026,0.461,0.235,2.15380301215845e-15,0.226,"Rok"
"Rpn1",2.07299510426844e-19,0.722680150681034,0.667,0.441,2.31491363293657e-15,0.226,"Rpn1"
"CG17493",2.09198507604392e-19,-1.28141437579172,0.211,0.437,2.33611973441824e-15,-0.226,"CG17493"
"Fbl6",2.12915796619529e-19,1.50319704223015,0.25,0.087,2.37763070085029e-15,0.163,"Fbl6"
"CG42258",2.30850995537791e-19,1.26734219387322,0.331,0.139,2.57791306717051e-15,0.192,"CG42258"
"eIF4G2",2.31502776563479e-19,1.22635688309567,0.338,0.143,2.58519150588437e-15,0.195,"eIF4G2"
"dom",2.57994115687304e-19,1.05261372358489,0.419,0.203,2.88102028988013e-15,0.216,"dom"
"CG5151",2.68753770203972e-19,1.03183613553535,0.429,0.211,3.00117335186775e-15,0.218,"CG5151"
"Tim8",2.69927423567567e-19,-0.650962917520787,0.537,0.686,3.01427953897902e-15,-0.149,"Tim8"
"Nhe3",2.92444052739645e-19,1.92404606165861,0.176,0.047,3.26572273694362e-15,0.129,"Nhe3"
"nsl1",3.37917290753483e-19,1.38453149481229,0.287,0.111,3.77352238584415e-15,0.176,"nsl1"
"CG6891",3.81269046087992e-19,-1.00968289053296,0.331,0.543,4.25763143766461e-15,-0.212,"CG6891"
"eRF1",3.81723422897121e-19,-0.584476989548636,0.591,0.725,4.26270546349215e-15,-0.134,"eRF1"
"baz",3.89770370848466e-19,1.08923687431636,0.407,0.197,4.35256573126482e-15,0.21,"baz"
"CG11486",4.55945592009259e-19,0.531909508375995,0.784,0.586,5.09154442596739e-15,0.198,"CG11486"
"CG31710",4.84798247089675e-19,1.25629598463182,0.343,0.153,5.4137420252504e-15,0.19,"CG31710"
"Surf4",5.56201611966988e-19,-0.492953297420386,0.664,0.784,6.21110340083536e-15,-0.12,"Surf4"
"CG8036",5.66808306532182e-19,0.884723402988886,0.517,0.284,6.32954835904487e-15,0.233,"CG8036"
"ND-19",5.78821474868106e-19,-0.865960390641777,0.387,0.58,6.46369940985214e-15,-0.193,"ND-19"
"CG6051",5.96366216159383e-19,1.33453720583953,0.297,0.118,6.65962153585183e-15,0.179,"CG6051"
"CG42239",7.29723937225561e-19,-0.703513631790505,0.495,0.673,8.14882720699784e-15,-0.178,"CG42239"
"CG8089",7.6129501127618e-19,1.62065618213012,0.213,0.067,8.50138139092111e-15,0.146,"CG8089"
"CG8891",8.4002150459062e-19,-1.33610953485596,0.189,0.411,9.38052014176346e-15,-0.222,"CG8891"
"CG12581",9.96629778173579e-19,0.959617714021212,0.478,0.263,1.11293647328644e-14,0.215,"CG12581"
"by",1.03441975473207e-18,2.25015633395213,0.135,0.028,1.1551365401093e-14,0.107,"by"
"CG9003",1.11334495235372e-18,1.37248212560258,0.257,0.093,1.2432723082934e-14,0.164,"CG9003"
"Nost",1.15382611453968e-18,1.70944007258367,0.208,0.066,1.28847762210646e-14,0.142,"Nost"
"Ccdc58",1.21721178090222e-18,-1.21711276750316,0.225,0.444,1.35926039573351e-14,-0.219,"Ccdc58"
"mas",1.23047259896506e-18,0.878567656774685,0.559,0.322,1.37406875126428e-14,0.237,"mas"
"Kap3",1.31534167972125e-18,1.91464768983375,0.167,0.043,1.46884205374472e-14,0.124,"Kap3"
"ND-PDSW",1.34048395115901e-18,-0.470067266684852,0.699,0.848,1.49691842825927e-14,-0.149,"ND-PDSW"
"mbt",1.34534342137387e-18,1.09123143987299,0.382,0.177,1.5023449986482e-14,0.205,"mbt"
"kst",1.36566108152274e-18,1.38948763977281,0.272,0.103,1.52503372973645e-14,0.169,"kst"
"Uhg5",1.54978612106293e-18,1.39843888293875,0.272,0.104,1.73064616139097e-14,0.168,"Uhg5"
"DOR",1.61661878656357e-18,0.688590874077782,0.694,0.473,1.80527819895554e-14,0.221,"DOR"
"CG7115",1.62286941404539e-18,1.19914610346832,0.314,0.128,1.81225827466449e-14,0.186,"CG7115"
"CG31224",1.63989564683884e-18,1.33314282886196,0.289,0.114,1.83127146882494e-14,0.175,"CG31224"
"Hrb98DE",1.72889243841245e-18,0.642446194670132,0.713,0.505,1.93065418597518e-14,0.208,"Hrb98DE"
"CG17272",1.8679605216879e-18,-0.452301710204884,0.73,0.852,2.08595151456887e-14,-0.122,"CG17272"
"Fdh",1.9276404040068e-18,-0.558121432652983,0.596,0.745,2.15259603915439e-14,-0.149,"Fdh"
"Fak",1.94607568708796e-18,1.25503808633926,0.319,0.136,2.17318271977112e-14,0.183,"Fak"
"Drak",2.22081374815916e-18,0.662079039637482,0.703,0.482,2.47998271256934e-14,0.221,"Drak"
"CG33229",2.35691628065383e-18,0.783731146316537,0.578,0.348,2.63196841060613e-14,0.23,"CG33229"
"E(spl)m7-HLH",2.43822001571729e-18,2.00671343963433,0.157,0.039,2.7227602915515e-14,0.118,"E(spl)m7-HLH"
"Pp2C1",2.48995445446054e-18,1.19596281267985,0.343,0.154,2.78053213929608e-14,0.189,"Pp2C1"
"cic",2.64550315831814e-18,0.777499353780862,0.591,0.358,2.95423337689387e-14,0.233,"cic"
"CG1532",2.76875628112694e-18,-1.20057240658403,0.221,0.443,3.09187013913446e-14,-0.222,"CG1532"
"CG1888",2.80090744670082e-18,-1.23717657953053,0.216,0.432,3.12777334573081e-14,-0.216,"CG1888"
"Pcyt1",2.90300485000362e-18,0.635295620748608,0.725,0.514,3.24178551599904e-14,0.211,"Pcyt1"
"lva",3.1069294021155e-18,0.948847446860533,0.458,0.238,3.46950806334238e-14,0.22,"lva"
"retm",3.15048420109106e-18,1.43602445705564,0.245,0.087,3.51814570735838e-14,0.158,"retm"
"nmo",3.16911751403651e-18,0.497962083420909,0.826,0.655,3.53895352792457e-14,0.171,"nmo"
"CG1146",3.30347873557123e-18,1.12696538938848,0.343,0.148,3.6889947040124e-14,0.195,"CG1146"
"icln",3.91047382082041e-18,-1.75121513431788,0.1,0.311,4.36682611571016e-14,-0.211,"icln"
"elB",4.25536006849927e-18,1.25740532961025,0.297,0.119,4.75196058849314e-14,0.178,"elB"
"godzilla",4.9716423538398e-18,1.25279927426648,0.299,0.121,5.5518330165329e-14,0.178,"godzilla"
"CG12290",4.99964356186736e-18,1.80664339540144,0.137,0.029,5.58310196553728e-14,0.108,"CG12290"
"CG31815",5.08064910609732e-18,1.93445516988761,0.154,0.038,5.67356085677888e-14,0.116,"CG31815"
"CG4452",5.52811535017666e-18,1.24053702611,0.316,0.136,6.17324641154228e-14,0.18,"CG4452"
"CG7154",5.55226761489061e-18,1.24312226862717,0.314,0.134,6.20021724554834e-14,0.18,"CG7154"
"CG10576",5.78048216829824e-18,-0.420819256709483,0.74,0.856,6.45506443733864e-14,-0.116,"CG10576"
"g",6.14701434598505e-18,1.01309347999073,0.419,0.212,6.86437092016151e-14,0.207,"g"
"Sxl",6.67044710678957e-18,0.842472166966341,0.534,0.313,7.44888828415191e-14,0.221,"Sxl"
"kri",6.73467880362909e-18,-1.20687542592173,0.213,0.431,7.5206158200126e-14,-0.218,"kri"
"CG17786",7.31903550541769e-18,2.11163026253467,0.135,0.029,8.17316694889994e-14,0.106,"CG17786"
"CG13631",7.37428539379913e-18,2.11869296031309,0.137,0.031,8.23486449925549e-14,0.106,"CG13631"
"CG2182",7.46671630420946e-18,0.896720678099226,0.502,0.287,8.3380820969107e-14,0.215,"CG2182"
"Trf4-1",7.51131930660522e-18,1.38527149892015,0.275,0.109,8.38789026968605e-14,0.166,"Trf4-1"
"CG9095",8.10576026271454e-18,0.72122130828945,0.679,0.447,9.05170248537332e-14,0.232,"CG9095"
"CG17233",8.56942952504206e-18,1.46542945658062,0.255,0.096,9.56948195061447e-14,0.159,"CG17233"
"ttk",8.73765854940534e-18,0.599231609627098,0.721,0.549,9.75734330212094e-14,0.172,"ttk"
"CG34398",1.0370190112501e-17,1.29736540635347,0.277,0.108,1.15803912986299e-13,0.169,"CG34398"
"Cdc27",1.28484306279974e-17,1.41466789172252,0.24,0.086,1.43478424822847e-13,0.154,"Cdc27"
"MFS14",1.31750700385429e-17,1.81274281448227,0.164,0.044,1.47126007120409e-13,0.12,"MFS14"
"CG5986",1.38391351894757e-17,1.08868731333997,0.39,0.195,1.54541622660875e-13,0.195,"CG5986"
"Tab2",1.48562450649613e-17,1.64040374830294,0.184,0.054,1.65899688640422e-13,0.13,"Tab2"
"Paip2",1.56445940090849e-17,0.698654563707191,0.65,0.414,1.74703181299452e-13,0.236,"Paip2"
"Ras85D",1.59674344746544e-17,-0.730992555298827,0.461,0.627,1.78308340778465e-13,-0.166,"Ras85D"
"LIMK1",1.68367938789559e-17,2.06465394067031,0.142,0.034,1.880164772463e-13,0.108,"LIMK1"
"ewg",1.82372401514654e-17,1.39825382269601,0.25,0.093,2.03655260771414e-13,0.157,"ewg"
"Magi",1.85343109950112e-17,1.45823292875844,0.24,0.088,2.0697265088129e-13,0.152,"Magi"
"SRPK",1.85999596990602e-17,0.771645824383942,0.574,0.347,2.07705749959406e-13,0.227,"SRPK"
"Kdm2",1.87216093559185e-17,2.18290379050775,0.13,0.028,2.09064211677542e-13,0.102,"Kdm2"
"Uhg4",1.91360943846846e-17,1.58577752781075,0.206,0.067,2.13692765993773e-13,0.139,"Uhg4"
"CG15279",1.92099431514902e-17,1.83506240090494,0.164,0.044,2.14517435172691e-13,0.12,"CG15279"
"MESK2",2.42621853627244e-17,0.75835768917633,0.586,0.354,2.70935823945543e-13,0.232,"MESK2"
"Past1",2.47170937633277e-17,0.698951332762711,0.637,0.411,2.76015786055081e-13,0.226,"Past1"
"CG16721",2.49176385778068e-17,1.25162931206176,0.299,0.126,2.78255269998369e-13,0.173,"CG16721"
"Cht6",2.59512282603826e-17,0.73288781188531,0.632,0.42,2.89797365983692e-13,0.212,"Cht6"
"CG15019",2.60061387958163e-17,-0.949393826967968,0.316,0.522,2.90410551932881e-13,-0.206,"CG15019"
"Rpn2",2.61612236780818e-17,0.628138375592476,0.699,0.488,2.9214238481314e-13,0.211,"Rpn2"
"Arp1",2.90862229486683e-17,-0.583244367030729,0.569,0.684,3.24805851667779e-13,-0.115,"Arp1"
"CD98hc",2.98979820015118e-17,0.795256793284311,0.544,0.32,3.33870765010882e-13,0.224,"CD98hc"
"ImpL1",3.21177539923468e-17,-2.54112363239556,0.049,0.232,3.58658958832537e-13,-0.183,"ImpL1"
"tamo",3.27204141703107e-17,1.88880251392129,0.157,0.041,3.6538886503986e-13,0.116,"tamo"
"CG6340",3.35615926563385e-17,1.30713134223753,0.267,0.104,3.74782305193332e-13,0.163,"CG6340"
"Su(var)2-HP2",3.63008571693445e-17,1.22189667483199,0.304,0.129,4.0537167201007e-13,0.175,"Su(var)2-HP2"
"Trxr-1",3.86863574746942e-17,0.709454727956272,0.615,0.397,4.3201055391991e-13,0.218,"Trxr-1"
"enc",3.92559276427966e-17,1.26154305305358,0.292,0.121,4.38370943987109e-13,0.171,"enc"
"CG42389",4.11748842575962e-17,0.476611607525421,0.799,0.664,4.59799932504576e-13,0.135,"CG42389"
"fbp",4.11885187953053e-17,1.48607368948763,0.233,0.084,4.59952189387174e-13,0.149,"fbp"
"CG10098",4.31855939975071e-17,-0.843072376381443,0.377,0.565,4.82253528170162e-13,-0.188,"CG10098"
"CG3726",4.37916303914217e-17,1.57865674331855,0.228,0.083,4.89021136581006e-13,0.145,"CG3726"
"Mob4",4.40362130530314e-17,-1.08019425706574,0.245,0.462,4.91752391163201e-13,-0.217,"Mob4"
"CG10321",4.46504747618843e-17,1.76135649247959,0.176,0.052,4.98611851665962e-13,0.124,"CG10321"
"CG11414",4.47286122348779e-17,1.35920733366722,0.257,0.099,4.99484412826881e-13,0.158,"CG11414"
"CG42724",4.65184708884418e-17,1.04502377764859,0.392,0.197,5.1947176441123e-13,0.195,"CG42724"
"mei-P26",4.66168877969243e-17,0.745239323144979,0.583,0.366,5.20570786028254e-13,0.217,"mei-P26"
"Gclc",5.40560634312764e-17,1.60973292218554,0.196,0.063,6.03644060337064e-13,0.133,"Gclc"
"Chmp1",6.50199520513012e-17,-0.53845420710133,0.603,0.729,7.2607780455688e-13,-0.126,"Chmp1"
"Saf-B",6.61488629890981e-17,1.0613802728629,0.368,0.174,7.38684352999259e-13,0.194,"Saf-B"
"Rnp4F",7.17215497950375e-17,1.54363172599739,0.218,0.076,8.00914546561184e-13,0.142,"Rnp4F"
"RhoGAP19D",7.59192880080031e-17,0.745069554902953,0.578,0.36,8.47790689185371e-13,0.218,"RhoGAP19D"
"edl",8.23470803190752e-17,1.08370312899235,0.37,0.181,9.19569845923112e-13,0.189,"edl"
"Tom20",8.77927392964062e-17,-0.837049934502178,0.38,0.563,9.80381519722968e-13,-0.183,"Tom20"
"Prestin",1.03210943763681e-16,1.88127614929,0.154,0.041,1.15255660900902e-12,0.113,"Prestin"
"CG1418",1.03435000873651e-16,-1.1048382472203,0.252,0.453,1.15505865475606e-12,-0.201,"CG1418"
"C3G",1.1041700273243e-16,1.37542687131895,0.238,0.088,1.23302666951305e-12,0.15,"C3G"
"CG3262",1.11465220748433e-16,-1.31391397000237,0.174,0.382,1.24473212009776e-12,-0.208,"CG3262"
"tgo",1.19661192287641e-16,1.15791323552911,0.311,0.136,1.33625653427609e-12,0.175,"tgo"
"CG14411",1.20976122775009e-16,0.887204233644867,0.48,0.281,1.35094036302853e-12,0.199,"CG14411"
"ps",1.28377622606702e-16,0.647222131391049,0.662,0.471,1.43359291164904e-12,0.191,"ps"
"CG13300",1.41177560889601e-16,1.50038278814529,0.206,0.069,1.57652982245417e-12,0.137,"CG13300"
"CG43340",1.43397351644106e-16,1.10617528000439,0.35,0.168,1.60131822580974e-12,0.182,"CG43340"
"pst",1.52780437301787e-16,0.936514307990932,0.456,0.257,1.70609914334906e-12,0.199,"pst"
"GATAd",1.98609503026411e-16,1.50015254577675,0.213,0.074,2.21787232029593e-12,0.139,"GATAd"
"SmD2",2.29599926291498e-16,-0.599565095786054,0.517,0.707,2.56394237689716e-12,-0.19,"SmD2"
"janA",2.39869949540616e-16,-0.792447589080633,0.387,0.578,2.67862772652006e-12,-0.191,"janA"
"dikar",2.56541214652423e-16,1.24561637129577,0.284,0.12,2.86479574402361e-12,0.164,"dikar"
"da",2.59318880217161e-16,0.929479658269839,0.412,0.206,2.89581393538504e-12,0.206,"da"
"Rb97D",2.64345422759639e-16,1.17007574771194,0.331,0.157,2.95194533595689e-12,0.174,"Rb97D"
"CG4557",3.13022871345159e-16,1.84768918635117,0.157,0.044,3.49552640431139e-12,0.113,"CG4557"
"Vha36-1",3.13748383949251e-16,-0.806177307423492,0.375,0.565,3.50362820356128e-12,-0.19,"Vha36-1"
"Usf",3.55210598457048e-16,1.46843801571455,0.218,0.078,3.96663675296985e-12,0.14,"Usf"
"Su(z)2",3.62026725264543e-16,1.46289536980947,0.216,0.076,4.04275244102915e-12,0.14,"Su(z)2"
"bchs",3.69303247303311e-16,1.672058923279,0.179,0.056,4.12400936263607e-12,0.123,"bchs"
"CG16711",3.78089595337409e-16,1.08358611883143,0.343,0.162,4.22212651113284e-12,0.181,"CG16711"
"Caper",3.96405499770428e-16,0.745532439781614,0.559,0.343,4.42666021593637e-12,0.216,"Caper"
"NijA",4.07378407500254e-16,1.11877812429201,0.301,0.129,4.54919467655533e-12,0.172,"NijA"
"CG30463",4.1128331305449e-16,0.757716048522135,0.556,0.335,4.59280075687949e-12,0.221,"CG30463"
"dco",4.28202980944922e-16,1.01052844950496,0.382,0.193,4.78174268821195e-12,0.189,"dco"
"RN-tre",4.29823542005067e-16,1.54228739706245,0.196,0.065,4.79983949357058e-12,0.131,"RN-tre"
"Dak1",4.46510168607063e-16,-0.668255862900048,0.468,0.642,4.98617905283507e-12,-0.174,"Dak1"
"mrj",4.51228937067159e-16,1.26466166310507,0.262,0.105,5.03887354022896e-12,0.157,"mrj"
"elav",4.58904888144476e-16,1.27553966731042,0.26,0.104,5.12459088590936e-12,0.156,"elav"
"Cdc37",4.84432081677691e-16,0.650355061499741,0.65,0.447,5.40965305609478e-12,0.203,"Cdc37"
"CCT8",5.12525870133338e-16,0.648677816454179,0.647,0.431,5.72337639177899e-12,0.216,"CCT8"
"vari",5.14185318549697e-16,0.703800502425907,0.6,0.387,5.74190745224446e-12,0.213,"vari"
"Hmu",5.23748744018828e-16,-0.589228155562856,0.522,0.69,5.84870222445825e-12,-0.168,"Hmu"
"slpr",5.36264234922051e-16,1.01263831714961,0.363,0.174,5.98846271137455e-12,0.189,"slpr"
"sbb",6.25683721998774e-16,0.497446742171509,0.77,0.593,6.98701012356031e-12,0.177,"sbb"
"bin3",6.40056578704397e-16,1.53810196464963,0.201,0.069,7.14751181439201e-12,0.132,"bin3"
"Rm62",6.67156628934264e-16,0.435686734250169,0.843,0.692,7.45013807530892e-12,0.151,"Rm62"
"gus",7.76850998284051e-16,-1.14180973201592,0.211,0.415,8.675095097838e-12,-0.204,"gus"
"iPLA2-VIA",7.79271031569929e-16,1.68656145032187,0.167,0.049,8.7021196095414e-12,0.118,"iPLA2-VIA"
"Arpc2",8.36865013972601e-16,-0.659747042711081,0.483,0.637,9.34527161103203e-12,-0.154,"Arpc2"
"usp",9.96413820467409e-16,1.17458393625434,0.301,0.134,1.11269531331596e-11,0.167,"usp"
"Pi3K92E",1.00829213424735e-15,1.41542566588562,0.223,0.083,1.12595982631402e-11,0.14,"Pi3K92E"
"His3.3B",1.05413737286726e-15,-0.456705351808049,0.679,0.821,1.17715520428087e-11,-0.142,"His3.3B"
"CG42673",1.09470278618109e-15,1.32080499831366,0.248,0.098,1.22245460132843e-11,0.15,"CG42673"
"CG10527",1.10909201284467e-15,0.503793234864135,0.794,0.622,1.23852305074364e-11,0.172,"CG10527"
"Arl4",1.22851846496556e-15,-1.3850330168983,0.157,0.351,1.37188656982704e-11,-0.194,"Arl4"
"ena",1.38715500365241e-15,0.583237825469315,0.696,0.509,1.54903599257864e-11,0.187,"ena"
"LpR2",1.38812013548474e-15,1.05344518221885,0.36,0.18,1.55011375529581e-11,0.18,"LpR2"
"CG9005",1.4798857491859e-15,0.907524309369763,0.422,0.225,1.6525884161159e-11,0.197,"CG9005"
"Tet",1.5007302543935e-15,0.747607838454583,0.515,0.288,1.67586547508123e-11,0.227,"Tet"
"Rsf1",1.53406297775224e-15,-0.565342187360073,0.554,0.7,1.71308812725593e-11,-0.146,"Rsf1"
"ec",1.59359236220156e-15,1.32827525991563,0.225,0.083,1.77956459087049e-11,0.142,"ec"
"pns",1.65952580667321e-15,1.64508260768963,0.179,0.058,1.85319246831197e-11,0.121,"pns"
"ND-SGDH",1.72026888594807e-15,-0.786364655918142,0.385,0.562,1.92102426493821e-11,-0.177,"ND-SGDH"
"CG4768",1.72533146582114e-15,1.083465521453,0.316,0.143,1.92667764788247e-11,0.173,"CG4768"
"CG4645",1.72793522342441e-15,0.989624963516428,0.387,0.203,1.92958526399804e-11,0.184,"CG4645"
"Wdfy2",1.83852066054352e-15,-0.946962863248904,0.294,0.485,2.05307602162895e-11,-0.191,"Wdfy2"
"CG42524",1.84521706936028e-15,0.821787178721189,0.515,0.312,2.06055390135462e-11,0.203,"CG42524"
"CAH1",1.92839155659211e-15,-0.735550459457658,0.451,0.598,2.15343485124641e-11,-0.147,"CAH1"
"dgo",1.98069966513282e-15,1.77256730985921,0.157,0.046,2.21184731605382e-11,0.111,"dgo"
"wcy",2.06717435430038e-15,0.988142944767703,0.38,0.193,2.30841360144724e-11,0.187,"wcy"
"CG2076",2.07682210789361e-15,1.0707934542815,0.333,0.159,2.3191872478848e-11,0.174,"CG2076"
"Fs(2)Ket",2.15911108507798e-15,0.892458208669446,0.417,0.218,2.41107934870658e-11,0.199,"Fs(2)Ket"
"Ehbp1",2.33328897783462e-15,1.14113539077109,0.304,0.138,2.60558380154792e-11,0.166,"Ehbp1"
"Hnf4",2.35406840674428e-15,0.968856206418406,0.36,0.174,2.62878818981134e-11,0.186,"Hnf4"
"faf",2.68090966019057e-15,1.00846017123521,0.346,0.164,2.99377181753481e-11,0.182,"faf"
"CG4294",2.90480391845505e-15,1.51281601058266,0.194,0.066,3.24379453573876e-11,0.128,"CG4294"
"tay",3.08600806521918e-15,1.13553133775371,0.309,0.142,3.44614520643026e-11,0.167,"tay"
"kraken",3.24715767160912e-15,0.855079403200126,0.461,0.261,3.62610097188591e-11,0.2,"kraken"
"PMCA",3.36068629921657e-15,-0.594855592592483,0.52,0.672,3.75287839033514e-11,-0.152,"PMCA"
"qkr54B",3.55302199556186e-15,1.88319148257585,0.145,0.04,3.96765966244393e-11,0.105,"qkr54B"
"Reph",3.64352687065725e-15,1.50647037242529,0.211,0.078,4.06872645646295e-11,0.133,"Reph"
"cold",3.96857473404729e-15,-1.29223004773706,0.164,0.36,4.43170740551061e-11,-0.196,"cold"
"Tlk",4.13248295661896e-15,0.746782575358563,0.525,0.317,4.61474371765639e-11,0.208,"Tlk"
"DCP2",4.49071392459917e-15,0.829811679387745,0.468,0.268,5.0147802395999e-11,0.2,"DCP2"
"CG5532",4.78890294082772e-15,-0.974806093520888,0.294,0.497,5.34776791402231e-11,-0.203,"CG5532"
"CG32758",5.56659459047363e-15,1.8060625233835,0.14,0.038,6.2162161791819e-11,0.102,"CG32758"
"Lpin",5.80190243984183e-15,1.49582687393922,0.203,0.074,6.47898445457137e-11,0.129,"Lpin"
"Pdp",5.94887038879989e-15,1.75724530365472,0.145,0.04,6.64310356317283e-11,0.105,"Pdp"
"bdg",6.13907889539957e-15,1.16315553855106,0.284,0.126,6.8555094024927e-11,0.158,"bdg"
"CG7546",6.36604430410194e-15,1.02543749763833,0.346,0.171,7.10896167439064e-11,0.175,"CG7546"
"Letm1",6.68814589968985e-15,1.29118172022727,0.23,0.089,7.46865252618365e-11,0.141,"Letm1"
"mRpL52",7.32611138183725e-15,-0.848195540897543,0.346,0.519,8.18106858009766e-11,-0.173,"mRpL52"
"e(r)",8.10703267494796e-15,-0.938321465753609,0.292,0.48,9.05312338811439e-11,-0.188,"e(r)"
"egh",8.86632279453238e-15,0.580978880389743,0.684,0.478,9.90102266465431e-11,0.206,"egh"
"CG11448",9.81658076068021e-15,1.37292219469515,0.218,0.083,1.09621757354516e-10,0.135,"CG11448"
"Sep1",9.98823613426138e-15,-0.755432614673811,0.414,0.566,1.11538632911297e-10,-0.152,"Sep1"
"Mekk1",1.04772238984153e-14,1.24777472887836,0.255,0.107,1.16999159273604e-10,0.148,"Mekk1"
"wdb",1.1103197608431e-14,0.615100690074288,0.647,0.456,1.23989407693349e-10,0.191,"wdb"
"CG5021",1.34854667046039e-14,-0.824677156982484,0.363,0.53,1.50592206690312e-10,-0.167,"CG5021"
"CG31122",1.3652259322431e-14,1.77254310110198,0.147,0.043,1.52454779853587e-10,0.104,"CG31122"
"CG4266",1.59176829562752e-14,1.29136858839226,0.245,0.102,1.77752765572725e-10,0.143,"CG4266"
"c11.1",1.71042361681222e-14,1.78968137759243,0.14,0.039,1.91003005289421e-10,0.101,"c11.1"
"PI4KIIIalpha",1.84028482286571e-14,1.48826503393418,0.191,0.068,2.05504606169414e-10,0.123,"PI4KIIIalpha"
"Rpn11",1.85828896827535e-14,-0.574072467926855,0.529,0.66,2.07515129087309e-10,-0.131,"Rpn11"
"CG32278",1.91758076075085e-14,-1.12173135663302,0.211,0.399,2.14136243553047e-10,-0.188,"CG32278"
"didum",2.27460422580302e-14,1.45045460013431,0.196,0.071,2.54005053895423e-10,0.125,"didum"
"CG34115",2.2921464013249e-14,1.27190448100648,0.262,0.114,2.55963988635952e-10,0.148,"CG34115"
"Pino",2.29830586381235e-14,1.23510378506404,0.26,0.113,2.56651815811925e-10,0.147,"Pino"
"Rop",2.3800267363702e-14,1.2711949620471,0.233,0.093,2.65777585650461e-10,0.14,"Rop"
"mod",2.38689152758819e-14,-0.727631509022413,0.412,0.575,2.66544176885773e-10,-0.163,"mod"
"CG6330",2.39288381338877e-14,1.72326105783133,0.15,0.044,2.67213335441123e-10,0.106,"CG6330"
"Atf6",2.52537035655608e-14,-1.0412949634771,0.221,0.417,2.82008107716618e-10,-0.196,"Atf6"
"CG11069",2.95196240619906e-14,1.6033872642097,0.164,0.053,3.29645641900249e-10,0.111,"CG11069"
