,source,target,coef_mean,coef_abs,p,-logp
0,schlank,14-3-3epsilon,0.5754719,0.5754719,1.5217229180099939e-43,42.81766441861289
1,E(spl)m5-HLH,18w,-0.08919277,0.08919277,0.03482734236385046,1.4580796648111083
2,slp1,18w,-0.044627536,0.044627536,7.051391405485126e-07,6.151725178029729
3,fd19B,18w,0.036653124,0.036653124,9.939783970330653e-11,10.002623054386676
4,h,18w,0.26655886,0.26655886,5.526604489230027e-13,12.25754161453729
5,ato,18w,0.0,0.0,,-0.0
6,sc,18w,-0.5041308,0.5041308,1.3692565494816138e-11,10.863515173059815
7,ems,2mit,-0.00113947,0.00113947,9.7279609264316e-11,10.011978182465793
8,pb,2mit,-4.1701227e-05,4.1701227e-05,0.011064183775082864,1.956080619247123
9,fd19B,2mit,-8.806236e-05,8.806236e-05,3.1433518784843524e-09,8.502606999723692
10,unpg,2mit,-0.0001021845,0.0001021845,0.05917185467992267,1.2278848180031545
11,peb,2mit,0.00055460207,0.00055460207,2.7236170476353227e-09,8.56485395615371
12,Hey,2mit,4.8560498e-05,4.8560498e-05,0.00018707097617710222,3.727993587507439
13,Eip74EF,2mit,-0.00018636779,0.00018636779,0.06139583197239459,1.2118611111525075
14,jigr1,2mit,7.16445e-05,7.16445e-05,0.3789896302716306,0.4213726728219557
15,E5,2mit,-0.00012054566,0.00012054566,0.3033520140311479,0.518053117318877
16,E(spl)m5-HLH,2mit,0.000161334,0.000161334,5.794992584854145e-06,5.236947115413757
17,Abd-B,2mit,-0.0010090043,0.0010090043,1.1847743138528602e-12,11.926364369977131
18,h,2mit,0.0014799195,0.0014799195,5.120321026384945e-10,9.290702809411501
19,Sox15,2mit,5.5983088e-05,5.5983088e-05,0.4885199176915034,0.31111772474526933
20,E(spl)mgamma-HLH,2mit,0.0005754485,0.0005754485,2.5902330571225053e-06,5.5866611583632695
21,Lim1,2mit,-0.00038594782,0.00038594782,1.1633964686715968e-16,15.934272258776234
22,Ubx,2mit,0.000115734976,0.000115734976,0.17309646255901706,0.7617118073805094
23,Scr,2mit,0.00023752906,0.00023752906,0.002129818859290369,2.671657331657935
24,slp1,2mit,9.729406e-05,9.729406e-05,2.1364579921265883e-05,4.670305642030954
25,rn,2mit,-0.0008383237,0.0008383237,1.6674521765471749e-12,11.777946613039303
26,repo,2mit,-0.00017668903,0.00017668903,0.0005389267232197521,3.2684702809444626
27,Antp,2mit,-0.00042879005,0.00042879005,0.0015887119802105174,2.7989548295031423
28,h,5-HT1A,-0.010223664,0.010223664,6.3352956864504445e-06,5.19823311053634
29,retn,5-HT1A,0.00015209056,0.00015209056,0.36734151192662867,0.4349299908434684
30,B-H2,5-HT1A,-0.0032426605,0.0032426605,0.0006590690384940336,3.1810690900090886
31,eyg,5-HT1A,-0.0023188451,0.0023188451,0.00066795342729748,3.175253817423898
32,gsb,5-HT1A,0.00094493537,0.00094493537,2.2112984638092145e-05,4.655352635785208
33,opa,5-HT1A,0.004011249,0.004011249,0.0009265898008891929,3.0331124844500676
34,Eip74EF,5-HT1A,0.004043798,0.004043798,4.2646445249843513e-07,6.370117163153363
35,twi,5-HT1A,0.0013385562,0.0013385562,5.467298079592515e-05,4.2622272475291165
36,erm,5-HT1A,0.0,0.0,,-0.0
37,toe,5-HT1A,-0.0023770689,0.0023770689,0.013599594334927875,1.866474046095218
38,aop,5-HT1A,0.014481326,0.014481326,1.9343696238205886e-09,8.713460536329602
39,gcm,5-HT1A,-0.00069781084,0.00069781084,0.09915218826763948,1.0036976965663573
40,B-H1,5-HT1A,0.006634558,0.006634558,5.559216990344519e-10,9.254986374015036
41,fd19B,5-HT1A,0.002529507,0.002529507,1.5342786768076409e-13,12.81409575068185
42,ab,5-HT1A,-0.011599281,0.011599281,0.00018513981336507965,3.732500178408165
43,NK7.1,5-HT1A,0.0029723286,0.0029723286,0.03703210379948833,1.431421614913682
44,dar1,5-HT2A,4.7765907e-06,4.7765907e-06,0.019015380611757195,1.7208949773293596
45,bab2,5-HT2A,0.00010848024,0.00010848024,0.005373297975842394,2.2697590749950813
46,cad,5-HT2A,-9.247347e-07,9.247347e-07,0.00339257496117675,2.4694705475397796
47,nub,5-HT2A,-2.3401828e-05,2.3401828e-05,0.001459093151999014,2.8359169808222866
48,peb,5-HT2A,-4.639834e-06,4.639834e-06,0.21804804435220898,0.6614478041102655
49,ken,5-HT2A,4.1923618e-06,4.1923618e-06,0.2628455624494239,0.5802993506599996
50,fd19B,5-HT2A,-3.6616498e-07,3.6616498e-07,0.07833984481024023,1.1060172931165047
51,klu,5-HT2A,3.0386143e-05,3.0386143e-05,0.010619696527068533,1.9738878936596969
52,CG10654,5-HT2A,4.265035e-07,4.265035e-07,0.21098672827860557,0.6757448623167374
53,rn,5-HT2A,4.9844994e-07,4.9844994e-07,0.8179892446572086,0.08725240661808217
54,luna,5-HT2A,7.36119e-06,7.36119e-06,0.008426961805503407,2.074328974477561
55,H15,5-HT2A,3.0658534e-06,3.0658534e-06,0.17994648611666744,0.744856629561452
56,slp1,5-HT2A,-5.7899692e-06,5.7899692e-06,0.045203664267385715,1.3448263592902818
57,dmrt99B,5-HT2A,-5.7915076e-07,5.7915076e-07,0.6087895400336827,0.2155328180388596
58,so,5-HT2A,0.00015478625,0.00015478625,0.0058280353571004305,2.2344778221479236
59,gsb,5-HT2A,-1.1322232e-05,1.1322232e-05,0.03768672417292934,1.4238116109040668
60,Sox15,5-HT2A,-4.04722e-06,4.04722e-06,0.19617077586773277,0.7073656902522388
61,gl,5-HT2A,-3.3172196e-07,3.3172196e-07,0.2439926794899646,0.612623203599001
62,slp2,7B2,-0.0006651592,0.0006651592,0.007101537614702612,2.148647608283418
63,bi,7B2,-0.0006952558,0.0006952558,6.148345688980131e-07,6.211241722402625
64,H15,7B2,0.0014544107,0.0014544107,9.210602826592112e-11,10.03571194464627
65,mid,7B2,-0.0026138537,0.0026138537,3.781233936402111e-10,9.422366452987719
66,fd19B,7B2,-4.1605443e-05,4.1605443e-05,2.697585653437807e-05,4.569024756756331
67,dar1,825-Oak,7.892486e-05,7.892486e-05,0.001967126987867406,2.7061676032987942
68,cad,825-Oak,2.247366e-06,2.247366e-06,0.0786709192234488,1.1041857753254776
69,RunxA,825-Oak,2.7957445e-05,2.7957445e-05,1.1706784284938788e-06,5.931562384099212
70,peb,825-Oak,-0.00021725378,0.00021725378,5.2297973573245914e-06,5.281515138723688
71,Sp1,825-Oak,5.7499074e-05,5.7499074e-05,0.00018227029213548947,3.7392841103521612
72,odd,825-Oak,-0.00013601483,0.00013601483,5.969997418345622e-10,9.224025856676073
73,sob,825-Oak,0.0001757726,0.0001757726,3.4739256629684657e-06,5.459179479069119
74,luna,825-Oak,0.00011059299,0.00011059299,0.00025649760095403806,3.5909166925299254
75,CG42741,825-Oak,-8.486686e-05,8.486686e-05,0.0009368780425732437,3.0283169394053773
76,Abd-B,825-Oak,5.1547773e-05,5.1547773e-05,0.007593921720338655,2.1195338839673816
77,ab,825-Oak,-3.1623265e-05,3.1623265e-05,0.014610462724861202,1.8353360293996142
78,sr,825-Oak,-6.161021e-05,6.161021e-05,0.0004887474808726089,3.3109154680532527
79,ems,AANAT1,-0.071029976,0.071029976,2.197344973410771e-10,9.658101755420162
80,slp2,AANAT1,-0.009979237,0.009979237,0.010193138922489716,1.991692056739676
81,RunxA,AANAT1,-0.0023766959,0.0023766959,0.1658336014730441,0.7803274674178019
82,grn,AANAT1,-0.0070450613,0.0070450613,0.5567088007019896,0.2543719131171678
83,Sox21a,AANAT1,0.0018734734,0.0018734734,0.004229033249479647,2.3737589003322266
84,D,AANAT1,-0.013073329,0.013073329,2.941370623748444e-05,4.531450249308771
85,slp1,AANAT1,0.0055264058,0.0055264058,0.0007937816916232581,3.1002989222072475
86,bap,AANAT1,0.015374325,0.015374325,0.004758889649575206,2.3224943656228025
87,fd19B,AANAT1,-0.0016879352,0.0016879352,0.21507481616241142,0.6674104396451263
88,Sox14,AANAT1,0.068521634,0.068521634,5.235715439477799e-22,21.281023965334203
89,Sox15,AANAT1,-0.029255314,0.029255314,0.00027820990580208863,3.555627410797614
90,E(spl)m7-HLH,ABCA,4.0701478e-05,4.0701478e-05,5.753926474966986e-05,4.240035691927815
91,ems,ABCA,-4.7823178e-05,4.7823178e-05,2.1504791843410387e-05,4.667464756862308
92,bab2,ABCA,-7.815456e-07,7.815456e-07,0.8589264372906429,0.06604402970402637
93,ac,ABCA,-2.4138462e-05,2.4138462e-05,9.573353757059504e-05,4.018935892627591
94,CG10904,ABCA,2.0667505e-06,2.0667505e-06,0.4876674983443049,0.3118761879394623
95,toe,ABCA,-4.7637627e-07,4.7637627e-07,0.9302824505454912,0.03138517177991631
96,ss,ABCA,-1.63915e-05,1.63915e-05,0.00018114629111362556,3.741970553516698
97,fd19B,ABCA,-4.3300224e-06,4.3300224e-06,0.0006739874074363539,3.171348217607104
98,gsb,ABCA,-1.172363e-06,1.172363e-06,0.5163811040931008,0.2870296582302552
99,kay,ABCA,-5.6845547e-05,5.6845547e-05,6.1158217345499745e-06,5.21354518199575
100,sc,ABCA,-8.909218e-06,8.909218e-06,0.01960672582302022,1.707594924216795
101,retn,ABCA,9.029391e-07,9.029391e-07,0.5075005025787526,0.29456352333185115
102,Hey,ABCA,-8.358166e-06,8.358166e-06,0.000429525467533315,3.3670110807703835
103,CG10654,ABCA,1.1211763e-05,1.1211763e-05,0.00018402664066945364,3.7351193016739535
104,twi,ABCA,-3.2577125e-06,3.2577125e-06,0.00641846178232141,2.192569040387992
105,Sp1,ABCA,2.0996754e-06,2.0996754e-06,0.5368380141588542,0.2701567388247434
106,E5,ABCA,-2.3237028e-05,2.3237028e-05,0.0007590799472682225,3.11971248124687
107,Ets98B,ABCA,6.1017687e-05,6.1017687e-05,1.3103120290726053e-05,4.882625272002161
108,E(spl)m5-HLH,ABCA,-4.4454277e-06,4.4454277e-06,0.002597786504080361,2.5853965437594297
109,svp,ABCA,-4.4651947e-06,4.4651947e-06,0.10583807014967597,0.975358087669646
110,so,ABCA,5.7762286e-06,5.7762286e-06,0.31209820470379307,0.5057087295386998
111,h,ABCA,-5.56729e-05,5.56729e-05,8.813397581535413e-05,4.054856637960001
112,pnr,ABCA,1.0817209e-05,1.0817209e-05,0.02441664835983123,1.6123139513137443
113,ato,ABCA,0.0,0.0,,-0.0
114,Optix,ABCA,-4.3415464e-05,4.3415464e-05,0.00010643932591122108,3.972897884533689
115,CG12769,ABCA,2.0910187e-05,2.0910187e-05,0.005871386651187706,2.231259318881739
116,Ubx,ABCA,0.00013461063,0.00013461063,5.046042457210784e-06,5.297049099665692
117,gcm,ABCA,4.908397e-07,4.908397e-07,0.7280926669986495,0.13781334293282743
118,eyg,ABCA,-3.79801e-05,3.79801e-05,7.637638240173951e-06,5.117040916009437
119,rn,ABCA,-1.1054865e-05,1.1054865e-05,0.0473757419036598,1.3244439759232343
120,repo,ABCA,1.8683559e-06,1.8683559e-06,0.16416300861266325,0.7847246971877677
121,dmrt99B,ABCA,-2.3902185e-05,2.3902185e-05,5.5101990863851425e-05,4.2588327095771605
122,Antp,ABCA,-3.108338e-05,3.108338e-05,2.65000490988026e-06,5.576753321409634
123,Atf3,ABCA,8.010919e-05,8.010919e-05,0.00012081209055102627,3.917889600509265
124,gem,ABCA,-1.0159765e-06,1.0159765e-06,0.11988291763780418,0.9212426960018408
125,bab2,AOX1,-0.0011079313,0.0011079313,0.00018019193253969844,3.7442646569303335
126,Eip74EF,AOX1,0.00015924813,0.00015924813,0.011015628923701575,1.9579907022993468
127,CG10654,AOX1,0.0004942506,0.0004942506,3.634947830466148e-08,7.4395018178457315
128,so,AOX1,0.00090413314,0.00090413314,0.0015182731446728485,2.818650089736379
129,slbo,AOX1,-0.00077681104,0.00077681104,4.308402159586923e-10,9.365683765091386
130,Ets21C,AOX1,0.00071237545,0.00071237545,6.102894262335717e-09,8.214464154487441
131,vri,AOX1,0.0008381745,0.0008381745,3.924169988333917e-10,9.406252187990255
132,gcm,AOX1,-0.000109728266,0.000109728266,0.0028209017133199055,2.549612045396009
133,pnt,AOX1,-0.00024058088,0.00024058088,0.0338858799437499,1.4699812321796868
134,fd19B,AOX1,-0.00010502555,0.00010502555,0.00023701748066773439,3.625219622438951
135,ab,AOX1,-0.0003393379,0.0003393379,0.08102202943919973,1.091396882811189
136,sc,AOX1,-0.00037719915,0.00037719915,0.0023912408680253064,2.6213766755004726
137,bab2,AOX3,0.0010675815,0.0010675815,0.0041839825437115005,2.3784101360876235
138,Awh,AOX3,0.0009901205,0.0009901205,8.054288235656413e-05,4.093972832524071
139,retn,AOX3,-1.0707193e-05,1.0707193e-05,0.18081883168797466,0.7427563411600158
140,Dr,AOX3,0.00035873568,0.00035873568,4.0471622997143733e-07,6.392849379137706
141,peb,AOX3,-0.00026759706,0.00026759706,2.9602147687584596e-05,4.528676778973816
142,so,AOX3,0.0017017133,0.0017017133,0.00026244112092458526,3.5809681159752382
143,rn,AOX3,-0.00051255216,0.00051255216,8.093821519366369e-08,7.091846376669056
144,E5,AOX3,0.00087530876,0.00087530876,7.150512714943969e-06,5.145662816760079
145,repo,AOX3,-0.0002658474,0.0002658474,0.004927861841948932,2.3073414765985625
146,H15,AOX3,-0.00011115927,0.00011115927,0.07150833044296274,1.1456433616301263
147,vri,AOX3,8.897114e-05,8.897114e-05,0.04081703692862558,1.3891585256428511
148,fd19B,AOX3,3.771547e-05,3.771547e-05,0.0012298023849544569,2.910164669063727
149,Atf3,AOX3,-8.275041e-05,8.275041e-05,0.13531717898700474,0.8686470647057223
150,vnd,AOX3,-9.895196e-05,9.895196e-05,1.8831290142121457e-10,9.725119925208482
151,CG5953,AOX3,0.00031226757,0.00031226757,2.1716395342898016e-09,8.663212260694927
152,RunxA,AOX4,-2.3740993e-05,2.3740993e-05,0.0001609525231730864,3.793302210705245
153,Mes2,AOX4,-5.329638e-05,5.329638e-05,0.008273889048859626,2.0822903072006107
154,Awh,AOX4,0.00024210139,0.00024210139,0.008542370838214014,2.068421579070025
155,retn,AOX4,4.3909663e-06,4.3909663e-06,0.6589132244345315,0.18117177604434592
156,fd96Cb,AOX4,-8.124517e-05,8.124517e-05,0.04036758681111191,1.3939672120943476
157,bs,AOX4,-0.0003100581,0.0003100581,7.940500340852177e-06,5.100152131272526
158,hth,AOX4,0.00053303235,0.00053303235,0.015519740498796689,1.8091155447326532
159,jigr1,AOX4,0.00010955015,0.00010955015,0.010418399103179595,1.9821990098339537
160,slbo,AOX4,-0.0001880446,0.0001880446,0.0001418360940040392,3.848213237191753
161,E5,AOX4,0.0016852368,0.0016852368,2.0330340707213315e-06,5.691855343151296
162,CG10904,AOX4,3.6220004e-05,3.6220004e-05,0.5721422952083568,0.24249594613986997
163,repo,AOX4,-0.00020146635,0.00020146635,0.029774419992666872,1.5261566898430918
164,D,AOX4,0.00012309387,0.00012309387,0.04577052316457131,1.3394141234873185
165,toe,AOX4,-0.00014477207,0.00014477207,0.34781713579283546,0.458649025562324
166,disco,AOX4,7.035978e-05,7.035978e-05,0.0387985528723801,1.4111844726341551
167,vri,AOX4,-2.5748208e-05,2.5748208e-05,0.39827783505282355,0.39981386226278237
168,Atf3,AOX4,0.0005734718,0.0005734718,4.388224080565895e-06,5.35771120368882
169,pnr,AOX4,0.00032984646,0.00032984646,0.00014376563700759038,3.8423449070086035
170,bab2,APC7,-0.0005054493,0.0005054493,0.004853400710502605,2.3139538506225117
171,RunxA,APC7,-0.0002950523,0.0002950523,1.0261803297327073e-13,12.988776314344848
172,Hey,APC7,-0.00022905183,0.00022905183,1.8271564647171801e-07,6.738224261156632
173,slbo,APC7,-0.002985393,0.002985393,4.1308195292921806e-14,13.383963778430491
174,slp1,APC7,-0.0002123758,0.0002123758,0.00101982713685972,2.9914734359539237
175,fd19B,APC7,0.0003311165,0.0003311165,2.3620396972460294e-16,15.62671280775975
176,ems,AQP,0.0011732124,0.0011732124,3.4381060579341537e-07,6.463680730422344
177,ac,AQP,7.509377e-05,7.509377e-05,0.03599492596426844,1.4437587153724152
178,bs,AQP,6.467315e-05,6.467315e-05,0.07010798243417195,1.1542325308244075
179,Ptx1,AQP,-4.2554468e-05,4.2554468e-05,0.06110614140722242,1.213915139262645
180,Atf3,AQP,-0.00013180176,0.00013180176,0.02474045940642797,1.6065922402030912
181,fd19B,AQP,0.00021321597,0.00021321597,4.825707917278235e-16,15.316438967912754
182,h,AQP,6.64356e-05,6.64356e-05,0.19978997043602548,0.6994263173794036
183,fd96Cb,AQP,-4.899623e-05,4.899623e-05,2.396530016828211e-06,5.620417127047234
184,pnr,AQP,-0.00026609376,0.00026609376,3.8414161227076655e-06,5.415508645189129
185,sc,AQP,-0.00022315086,0.00022315086,0.00098061223631441,3.00850269182544
186,ems,ATPsynbetaL,0.00032324504,0.00032324504,1.1613170926892732e-05,4.9350491818094815
187,bab2,ATPsynbetaL,-0.00010443511,0.00010443511,1.3264198623462628e-05,4.8773189834442885
188,Ubx,ATPsynbetaL,5.817087e-05,5.817087e-05,0.00011162260176547734,3.952247858909294
189,E5,ATPsynbetaL,2.4630547e-06,2.4630547e-06,0.9008670367212992,0.04533930389271559
190,Antp,ATPsynbetaL,-7.053297e-05,7.053297e-05,0.02973307226926757,1.5267602135446918
191,kay,ATPsynbetaL,1.9800354e-05,1.9800354e-05,1.9043709354786978e-06,5.7202484553520865
192,ems,Abd-B,0.0011359953,0.0011359953,1.729331254076013e-07,6.762121809480243
193,bab2,Abd-B,0.00077259546,0.00077259546,5.614281976949494e-05,4.250705778741509
194,RunxA,Abd-B,0.00010540773,0.00010540773,4.509689218391886e-07,6.345853386146003
195,Stat92E,Abd-B,0.00039378658,0.00039378658,0.0006527987385089924,3.18522069349916
196,Dll,Abd-B,0.00029297103,0.00029297103,2.5142279128149238e-05,4.599595356406842
197,ovo,Abd-B,0.0013739928,0.0013739928,4.331708643346342e-06,5.363340762305789
198,fd19B,Abd-B,-0.00019264426,0.00019264426,1.8193408700094162e-10,9.740085924303672
199,Sox14,Abd-B,-0.0009261829,0.0009261829,3.048079973878786e-06,5.515973642398511
200,eve,Abd-B,-0.00023942052,0.00023942052,1.731794769606489e-12,11.761503576353613
201,sr,Abd-B,-0.0002792481,0.0002792481,0.09635715401456062,1.0161160357183683
202,Awh,Abd-B,0.001410864,0.001410864,8.22335020192733e-06,5.084951214358855
203,en,Abd-B,0.0012852581,0.0012852581,9.364944536794599e-06,5.028494790358726
204,Dr,Abd-B,-0.0004808704,0.0004808704,0.002706837442169195,2.567537824794226
205,Hey,Abd-B,-9.4940886e-05,9.4940886e-05,0.012737227957899862,1.8949250785611493
206,CG10654,Abd-B,0.00044606734,0.00044606734,7.681221293549641e-11,10.114569722822527
207,retn,Abd-B,-0.00010687158,0.00010687158,0.011343488557228927,1.9452533627128854
208,twi,Abd-B,-0.00018930266,0.00018930266,0.0001385843460621922,3.8582858231351556
209,E5,Abd-B,0.00022738807,0.00022738807,0.1375376009470854,0.8615785552777638
210,E(spl)m5-HLH,Abd-B,-0.0007460286,0.0007460286,3.795896614938628e-08,7.420685624530599
211,pnr,Abd-B,-0.0028071664,0.0028071664,5.685031528386556e-16,15.245267122433356
212,ato,Abd-B,0.0,0.0,,-0.0
213,Sox15,Abd-B,-0.0005305316,0.0005305316,0.00019757105611498309,3.7042766786262193
214,dve,Abd-B,0.000113536225,0.000113536225,0.2469455092502554,0.6073988671560752
215,sens,Abd-B,-0.00037943418,0.00037943418,4.825594033916635e-06,5.316449217082406
216,lbe,Abd-B,-0.0005582028,0.0005582028,2.1662194471977956e-08,7.6642975496130425
217,tx,Abd-B,0.0007107345,0.0007107345,8.928329067530223e-11,10.04922981150922
218,vvl,Abd-B,-0.000463702,0.000463702,0.002456040721960497,2.6097644367262602
219,klu,Abd-B,0.00090781256,0.00090781256,5.370864502692222e-05,4.2699558039595145
220,bi,Abd-B,0.0035599733,0.0035599733,9.125656748575268e-11,10.039735870759854
221,ab,Abd-B,0.00012400252,0.00012400252,0.491565390067888,0.3084187023349481
222,fd96Cb,Abd-B,-0.000114727954,0.000114727954,0.14885350701493555,0.8272409288419637
223,vnd,Abd-B,-0.00050012284,0.00050012284,3.705170674021528e-09,8.431191781995437
224,cad,Abd-B,-0.00010867184,0.00010867184,5.8935155917959924e-08,7.229625563168059
225,Mes2,Abd-B,-0.00074647565,0.00074647565,6.990727881964465e-09,8.155477602700248
226,slp2,Abd-B,0.0001888205,0.0001888205,0.11945851131345257,0.922782901713351
227,nub,Abd-B,-0.00029625127,0.00029625127,0.023517108915858412,1.628616069460863
228,bs,Abd-B,-0.00062868657,0.00062868657,0.002874684272099018,2.5414098471186355
229,eyg,Abd-B,-0.00019519274,0.00019519274,0.1371754269930808,0.8627236792787744
230,opa,Abd-B,0.0021857608,0.0021857608,3.3280305560375494e-09,8.47781269492411
231,slbo,Abd-B,0.0007398709,0.0007398709,9.806430509430509e-08,7.008489044827756
232,rn,Abd-B,0.00016257702,0.00016257702,0.3791322891460025,0.42120922691417045
233,pdm3,Abd-B,0.0013193712,0.0013193712,5.505516560910052e-06,5.259201926641725
234,repo,Abd-B,0.0009156783,0.0009156783,1.987076208432219e-07,6.701785476490128
235,Antp,Abd-B,0.0008139916,0.0008139916,3.472667993315469e-06,5.459336735711251
236,H15,Abd-B,0.00010161261,0.00010161261,0.4364438012590458,0.36007167034189697
237,gem,Abd-B,0.00021168769,0.00021168769,0.0007987528012832289,3.0975876057290486
238,ems,Ac13E,-0.0040554404,0.0040554404,1.6139582734503934e-05,4.792107697522558
239,bab2,Ac13E,0.003839677,0.003839677,0.0005479700122738248,3.2612432076841578
240,ovo,Ac13E,-0.00054877176,0.00054877176,0.04606633273429613,1.336616359847434
241,luna,Ac13E,-0.0008106102,0.0008106102,0.0033904262048819666,2.4697457039226696
242,D,Ac13E,0.0007263411,0.0007263411,0.0036835896641661528,2.433728754293244
243,CG42741,Ac13E,0.00013922907,0.00013922907,0.8633012500034718,0.06383763025852018
244,fd19B,Ac13E,0.0002187221,0.0002187221,0.0010980399458170606,2.959381860311826
245,kay,Ac13E,0.0010066924,0.0010066924,0.017620181810915195,1.7539896147054777
246,sr,Ac13E,0.012687107,0.012687107,3.1905974728113927e-12,11.496127983134523
247,dar1,Ac13E,0.000518621,0.000518621,0.09993347562788378,1.0002890078182016
248,Awh,Ac13E,0.004214031,0.004214031,5.367342798151157e-05,4.2702406665741135
249,Sp1,Ac13E,0.010741273,0.010741273,6.598327293954221e-15,14.180566146136398
250,so,Ac13E,0.002429093,0.002429093,0.00033149286288994837,3.4795258176087693
251,cato,Ac13E,-0.00041273708,0.00041273708,0.24930180170015753,0.6032745828455687
252,pnr,Ac13E,-0.00050708133,0.00050708133,0.3301403500019029,0.481301392627451
253,grn,Ac13E,-0.0032029685,0.0032029685,8.519285248804329e-08,7.069596840153646
254,slp1,Ac13E,-0.0024762114,0.0024762114,5.208497842561182e-07,6.283287511393808
255,vnd,Ac13E,-0.0009914137,0.0009914137,4.1250286191956875e-06,5.384573033995111
256,nub,Ac13E,0.0033304947,0.0033304947,3.609916384635592e-06,5.442502857405124
257,repo,Ac13E,0.006511134,0.006511134,1.1697607800167204e-08,7.93190294384452
258,ems,Ac76E,0.0011227789,0.0011227789,2.0669013386615523e-06,5.684680253463424
259,bab2,Ac76E,0.00023510693,0.00023510693,0.10863128654427108,0.9640450769875917
260,bs,Ac76E,-0.00018434932,0.00018434932,2.2346428864358876e-15,14.650791870671707
261,repo,Ac76E,-0.00010637188,0.00010637188,3.879056430484929e-08,7.411273902464921
262,slp1,Ac76E,0.00024114904,0.00024114904,3.2674120597197417e-06,5.48579609234494
263,Abd-B,Ac76E,-0.00089691614,0.00089691614,7.427340683099052e-08,7.129166655066947
264,fd19B,Ac76E,-4.2813565e-05,4.2813565e-05,6.866784342961695e-06,5.163246591768809
265,vnd,Ac76E,-9.855006e-05,9.855006e-05,2.0426675652628583e-09,8.689802307043248
266,dve,Ac76E,-0.00020236749,0.00020236749,1.547078739482258e-05,4.810487582065066
267,grn,AcCoAS,0.0025035136,0.0025035136,2.0913804310931472e-09,8.679566959962552
268,ac,AcCoAS,-0.0007508252,0.0007508252,7.751024903364206e-06,5.110640867758691
269,slp2,AcCoAS,-0.00026563782,0.00026563782,0.004017174225540009,2.3960793324331773
270,fd96Cb,AcCoAS,7.000089e-05,7.000089e-05,0.2889417903818662,0.539189640503723
271,E(spl)mdelta-HLH,AcCoAS,-0.0006468318,0.0006468318,6.089701702945611e-06,5.215403980263272
272,cad,AcCoAS,0.0001525243,0.0001525243,1.3563328984861827e-09,8.867633704103351
273,fd19B,AcCoAS,0.0002493297,0.0002493297,8.772186753733091e-11,10.056892131069707
274,Sp1,AcCoAS,-3.2051834e-05,3.2051834e-05,0.688367771429728,0.16217947102588048
275,ss,AcCoAS,9.338844e-05,9.338844e-05,0.3463665474960106,0.4604640593205205
276,Abd-B,AcCoAS,0.0011096508,0.0011096508,3.523525817092826e-07,6.4530225420523735
277,so,AcCoAS,0.0010617145,0.0010617145,0.11949339497509232,0.9226560997798434
278,h,AcCoAS,0.0008774084,0.0008774084,1.727309235445028e-06,5.762629904919482
279,pnr,AcCoAS,0.00021412656,0.00021412656,0.06367981320285712,1.1959982192196237
280,vnd,AcCoAS,-4.457094e-05,4.457094e-05,0.051199089987989006,1.2907377581004793
281,E(spl)mgamma-HLH,AcCoAS,-0.001363013,0.001363013,1.493147604711244e-06,5.82589725808676
282,RunxA,Achl,0.0005320807,0.0005320807,0.013541869724244456,1.8683213685266244
283,twi,Achl,0.0030952017,0.0030952017,1.2129890036270925e-14,13.916143136219759
284,kni,Achl,0.0050421394,0.0050421394,7.143689833304657e-15,14.146077410027758
285,aop,Achl,0.002047543,0.002047543,0.06107492892951987,1.2141370297255498
286,D,Achl,-0.0018912794,0.0018912794,0.00018096338140131555,3.742409297309136
287,fd19B,Achl,-0.0007306101,0.0007306101,6.041604174551551e-06,5.21884773163461
288,ems,Acp29AB,6.8163856e-05,6.8163856e-05,0.0017550367733797638,2.7557137793072193
289,ac,Acp29AB,0.00021835185,0.00021835185,5.854794734411736e-07,6.232488326428507
290,Antp,Acp29AB,-9.5477815e-05,9.5477815e-05,0.0002389117661231201,3.621762461231652
291,Ubx,Acp29AB,0.00016008297,0.00016008297,8.287515044926364e-06,5.081575670180224
292,CG10654,Acp29AB,-2.720644e-05,2.720644e-05,5.12575192853455e-06,5.290242416231287
293,jigr1,Acp29AB,-5.380147e-05,5.380147e-05,3.878244757311128e-06,5.411364785923805
294,erm,Acp29AB,0.0,0.0,,-0.0
295,D,Acp29AB,2.061464e-05,2.061464e-05,0.0004754874683975168,3.3228609245257794
296,Dfd,Acp29AB,-4.0643033e-07,4.0643033e-07,0.9080026724966075,0.04191287323131414
297,Abd-B,Acp29AB,8.808495e-05,8.808495e-05,1.776908629755065e-05,4.750334903434653
298,fd19B,Acp29AB,3.0560036e-06,3.0560036e-06,0.0546333685772301,1.2625420209864127
299,gem,Acp29AB,-3.7398924e-05,3.7398924e-05,1.9133013059541947e-11,10.718216632058855
300,h,Acp32CD,0.0,0.0,,-0.0
301,dar1,Acp32CD,0.0,0.0,,-0.0
302,grn,Acp32CD,0.0,0.0,,-0.0
303,ac,Acp32CD,0.0,0.0,,-0.0
304,retn,Acp32CD,0.0,0.0,,-0.0
305,opa,Acp32CD,0.0,0.0,,-0.0
306,Sp1,Acp32CD,0.0,0.0,,-0.0
307,odd,Acp32CD,0.0,0.0,,-0.0
308,luna,Acp32CD,0.0,0.0,,-0.0
309,Ets98B,Acp32CD,0.0,0.0,,-0.0
310,dmrt99B,Acp32CD,0.0,0.0,,-0.0
311,CG42741,Acp32CD,0.0,0.0,,-0.0
312,gsb,Acp32CD,0.0,0.0,,-0.0
