,source,target,coef_mean,coef_abs,p,-logp
4041,Hey,CG14153,3.3337514e-05,3.3337514e-05,0.19648822766408533,0.7066634646966105
4042,E(spl)mdelta-HLH,CG14153,-6.300438e-05,6.300438e-05,0.04053881740459125,1.392128924665002
4043,Stat92E,CG14153,-7.837236e-05,7.837236e-05,1.253209926047355e-06,5.901976173947912
4044,pdm3,CG14153,-0.0001525481,0.0001525481,1.5789301470820534e-05,4.801637083042914
4045,E(spl)m5-HLH,CG14153,0.0002934852,0.0002934852,6.152964959142659e-08,7.210915558192374
4046,E(spl)mbeta-HLH,CG14153,0.00033144586,0.00033144586,0.01036736780664888,1.9843314935775402
4047,Abd-B,CG14153,-0.00035397636,0.00035397636,4.724546795028155e-08,7.325639845114166
4048,H15,CG14153,1.6059568e-05,1.6059568e-05,0.4135852325335494,0.3834349765477907
4049,E(spl)m3-HLH,CG14153,0.0006358656,0.0006358656,6.21120105337733e-11,10.206824412638344
4050,eve,CG14153,2.0722007e-05,2.0722007e-05,3.593501476844556e-05,4.444482172322383
4051,E(spl)mgamma-HLH,CG14153,9.874195e-05,9.874195e-05,0.01738051855966815,1.75993727022091
4052,CG5953,CG14153,-8.641631e-05,8.641631e-05,1.0083010889828192e-06,5.996409763764968
4053,dve,CG14153,0.0002580418,0.0002580418,2.731913757480388e-07,6.5635330148153805
4054,bab2,CG14186,-0.0008317536,0.0008317536,9.03381254837418e-09,8.044128925292373
4055,grn,CG14186,-0.001119023,0.001119023,4.946116066885549e-14,13.305735696584408
4056,Mes2,CG14186,-6.988411e-05,6.988411e-05,0.004912109819584884,2.308731932276789
4057,slp2,CG14186,-0.00018030612,0.00018030612,0.004095941500887059,2.3876462546746504
4058,ac,CG14186,0.00082653324,0.00082653324,1.6917523111189455e-10,9.77166322155026
4059,kay,CG14186,0.0004149446,0.0004149446,0.00017556736945816475,3.7555561978894723
4060,knrl,CG14186,0.00023422766,0.00023422766,0.030351100945771613,1.5178255508489698
4061,klu,CG14186,-0.0009145779,0.0009145779,5.446560739866713e-10,9.263877648766604
4062,ovo,CG14186,-0.00081222045,0.00081222045,6.516341961428272e-09,8.185996133070637
4063,H15,CG14186,0.0006559159,0.0006559159,1.1792481753354894e-07,6.928394787070678
4064,Atf3,CG14186,0.0013573884,0.0013573884,7.966138061231341e-18,17.098752171098752
4065,fd19B,CG14186,1.8302251e-05,1.8302251e-05,0.03950702259456548,1.4033256992346468
4066,gsb,CG14186,3.348709e-06,3.348709e-06,0.8027667397923348,0.09541062948785116
4067,sr,CG14186,0.0001132457,0.0001132457,0.001657084717577503,2.780655287937985
4068,ems,CG14207,0.09060725,0.09060725,0.004062799488185342,2.3911746109306624
4069,slp2,CG14207,-0.1140026,0.1140026,2.588601935981802e-05,4.586934728359259
4070,nub,CG14207,0.08103555,0.08103555,5.52503555704669e-05,4.25766492267824
4071,Awh,CG14207,0.03731809,0.03731809,0.036811887822858616,1.434011910072289
4072,cad,CG14207,0.07132195,0.07132195,2.933575637495434e-14,13.53260270972363
4073,retn,CG14207,0.12292276,0.12292276,8.955182771462538e-11,10.047925545959272
4074,repo,CG14207,-0.05060609,0.05060609,8.867565786799037e-06,5.052195580895171
4075,slp1,CG14207,-0.09271256,0.09271256,3.964806637040153e-09,8.401777988299516
4076,Dfd,CG14207,-0.04879636,0.04879636,0.0007606426647375952,3.118819318497867
4077,fd19B,CG14207,0.0521649,0.0521649,3.639881059432392e-15,14.438912807580655
4078,pnr,CG14207,-0.101302385,0.101302385,3.20143015797825e-07,6.494655968253529
4079,vnd,CG14207,-0.06813505,0.06813505,2.6325931920416054e-10,9.579616246135615
4080,gem,CG14207,-0.07996343,0.07996343,2.189769935615149e-11,10.65960151116051
4081,sens,CG14212,0.00011789092,0.00011789092,1.6755242569645246e-05,4.77584928039834
4082,nub,CG14212,5.2969248e-05,5.2969248e-05,0.15647934116835874,0.8055429910811968
4083,bs,CG14212,-3.896242e-05,3.896242e-05,0.0001374888928419541,3.8617323852685566
4084,Dr,CG14212,0.00055677316,0.00055677316,3.302831595304188e-11,10.481113569540389
4085,fd19B,CG14212,-2.9923545e-05,2.9923545e-05,2.2187430823104133e-05,4.653892983660143
4086,bi,CG14212,0.00023503244,0.00023503244,1.7970978685882455e-07,6.74542827089857
4087,pnr,CG14212,-1.2450098e-05,1.2450098e-05,0.7117865943165795,0.14765019569317428
4088,fd96Cb,CG14212,0.00010465056,0.00010465056,0.004605179094552973,2.336753475507598
4089,gl,CG14212,2.1757105e-05,2.1757105e-05,6.207312467932233e-08,7.20709639225225
4090,Lim1,CG14219,0.0,0.0,,-0.0
4091,Optix,CG14219,0.0,0.0,,-0.0
4092,gsb,CG14219,0.0,0.0,,-0.0
4093,Ubx,CG14219,0.0,0.0,,-0.0
4094,Scr,CG14219,0.0,0.0,,-0.0
4095,pb,CG14219,0.0,0.0,,-0.0
4096,bi,CG14219,0.0,0.0,,-0.0
4097,fd19B,CG14219,0.0,0.0,,-0.0
4098,ab,CG14219,0.0,0.0,,-0.0
4099,pnr,CG14219,0.0,0.0,,-0.0
4100,NK7.1,CG14219,0.0,0.0,,-0.0
4101,gem,CG14219,0.0,0.0,,-0.0
4102,RunxA,CG14238,0.0,0.0,,-0.0
4103,cad,CG14238,0.0,0.0,,-0.0
4104,scrt,CG14238,0.0,0.0,,-0.0
4105,Dr,CG14238,0.0,0.0,,-0.0
4106,bi,CG14238,0.0,0.0,,-0.0
4107,fd19B,CG14238,0.0,0.0,,-0.0
4108,Atf3,CG14238,0.0,0.0,,-0.0
4109,bab2,CG14244,-0.00019548323,0.00019548323,1.2442622288130295e-08,7.905088082245647
4110,ac,CG14244,-5.888401e-06,5.888401e-06,0.7646594926738761,0.11653191566195159
4111,SoxN,CG14244,-9.613766e-05,9.613766e-05,1.754319900241231e-08,7.755891210148011
4112,Eip74EF,CG14244,-4.2609212e-05,4.2609212e-05,0.0023039475612753883,2.637527409844271
4113,Sox21a,CG14244,-1.2380741e-05,1.2380741e-05,0.00017375123098731517,3.7600721098509164
4114,jigr1,CG14244,0.00010922616,0.00010922616,0.011322925996319483,1.9460413311112807
4115,Ets98B,CG14244,0.0002452282,0.0002452282,1.8788467314352968e-11,10.726108646406564
4116,Abd-B,CG14244,-5.8753572e-05,5.8753572e-05,0.02212459228142892,1.6551247238643574
4117,fd19B,CG14244,1.7060918e-05,1.7060918e-05,0.00014803211220878752,3.8296440640488414
4118,Sox15,CG14244,8.399917e-05,8.399917e-05,0.0003817827514127268,3.4181836965172296
4119,sc,CG14244,0.00014580229,0.00014580229,0.001084390394992106,2.9648143378458873
4120,bi,CG14246,-1.6961627e-05,1.6961627e-05,0.003533050945276131,2.451850100155649
4121,dar1,CG14246,-6.846695e-06,6.846695e-06,0.03347362889545359,1.4752972029741687
4122,grn,CG14246,-3.9549273e-06,3.9549273e-06,0.13739473829223814,0.862029898822333
4123,nub,CG14246,-1.159664e-05,1.159664e-05,0.006903930473813654,2.1609035908431244
4124,Sp1,CG14246,-3.3185765e-06,3.3185765e-06,0.05966338395049038,1.2242921182326318
4125,jigr1,CG14246,1.47769715e-05,1.47769715e-05,0.004249681804436774,2.371643586596904
4126,luna,CG14246,6.073925e-06,6.073925e-06,0.032268189045298365,1.4912254073789617
4127,gcm,CG14246,5.6648905e-06,5.6648905e-06,0.0177738589557272,1.750218270493417
4128,slp1,CG14246,-6.097107e-06,6.097107e-06,0.01601120916768833,1.7955758688911234
4129,CG42741,CG14246,2.6965492e-05,2.6965492e-05,0.003649777683511066,2.437733588629796
4130,Abd-B,CG14246,2.3571673e-05,2.3571673e-05,0.004509926366170758,2.345830548815339
4131,so,CG14246,1.6596168e-05,1.6596168e-05,0.026963019634814643,1.569231472029112
4132,kay,CG14246,-7.3371284e-06,7.3371284e-06,0.04437241511550727,1.3528869327260122
4133,pnr,CG14246,3.600388e-05,3.600388e-05,0.008495245819750362,2.070824049800642
4134,gem,CG14246,-2.111909e-06,2.111909e-06,0.13694097795085677,0.8634665749852466
4135,fd19B,CG14246,-1.755021e-06,1.755021e-06,0.08826184733604817,1.054226986933514
4136,ems,CG14253,0.0,0.0,,-0.0
4137,bab2,CG14253,0.0,0.0,,-0.0
4138,Awh,CG14253,0.0,0.0,,-0.0
4139,Dr,CG14253,0.0,0.0,,-0.0
4140,fd19B,CG14253,0.0,0.0,,-0.0
4141,slbo,CG14253,0.0,0.0,,-0.0
4142,rn,CG14253,0.0,0.0,,-0.0
4143,repo,CG14253,0.0,0.0,,-0.0
4144,E(spl)mbeta-HLH,CG14253,0.0,0.0,,-0.0
4145,slp1,CG14253,0.0,0.0,,-0.0
4146,Atf3,CG14253,0.0,0.0,,-0.0
4147,Abd-B,CG14253,0.0,0.0,,-0.0
4148,gem,CG14253,0.0,0.0,,-0.0
4149,kay,CG14253,0.0,0.0,,-0.0
4150,eve,CG14253,0.0,0.0,,-0.0
4151,Sox15,CG14253,0.0,0.0,,-0.0
4152,gl,CG14253,0.0,0.0,,-0.0
4153,knrl,CG14257,-0.004126973,0.004126973,0.01317967058542884,1.8800954444247377
4154,slbo,CG14257,0.0027673873,0.0027673873,0.0015944492012230948,2.7973893127207603
4155,twi,CG14257,0.004684523,0.004684523,4.7195724120242946e-06,5.326097346177392
4156,vri,CG14257,0.016932908,0.016932908,1.2144801958056433e-16,15.915609562721718
4157,fd19B,CG14257,7.7868266e-05,7.7868266e-05,0.770772850626771,0.11307359115025808
4158,Atf3,CG14257,0.005435504,0.005435504,0.001988397460885179,2.7014968001117245
4159,fd96Cb,CG14257,0.008010941,0.008010941,4.4363403803940435e-05,4.3529751397871355
4160,dve,CG14257,0.015932791,0.015932791,4.2016504847086827e-10,9.376580077316937
4161,bab2,CG14258,0.0015962721,0.0015962721,0.0018087406429581718,2.7426237025748517
4162,RunxA,CG14258,5.280245e-06,5.280245e-06,0.02713307932777822,1.5665009154469467
4163,retn,CG14258,-4.6695873e-06,4.6695873e-06,0.8029714588648397,0.09529989118183681
4164,CG10654,CG14258,4.350489e-05,4.350489e-05,7.963818484800675e-06,5.098878647181522
4165,fd19B,CG14258,-2.2437519e-06,2.2437519e-06,0.5959041933128402,0.22482355848154012
4166,pdm3,CG14258,0.00014892877,0.00014892877,0.004121579888501184,2.384936277817371
4167,Dfd,CG14258,0.00011546482,0.00011546482,0.07606067853493836,1.1188398045796417
4168,gl,CG14258,1.4095234e-05,1.4095234e-05,0.1287091880701242,0.8903904493215377
4169,gem,CG14275,0.00025435304,0.00025435304,1.275093710361636e-06,5.894457896486955
4170,grn,CG14275,0.0005624158,0.0005624158,7.1913935064748e-13,12.143186946399677
4171,Mes2,CG14275,-7.087637e-05,7.087637e-05,2.8098303613826465e-07,6.551319899076889
4172,retn,CG14275,-2.1824255e-05,2.1824255e-05,3.6903552568233014e-05,4.432931823908282
4173,rn,CG14275,-0.00031871707,0.00031871707,7.44522460941262e-07,6.128122195808775
4174,vri,CG14275,2.3811153e-05,2.3811153e-05,0.10349062472841618,0.985098991396775
4175,ss,CG14275,0.00047442183,0.00047442183,1.2611917699666078e-07,6.899218871947087
4176,bap,CG14275,0.00017121172,0.00017121172,1.3002610015429597e-07,6.885969462960408
4177,slp1,CG14275,0.0002449741,0.0002449741,0.0002485006314082938,3.6046725034425626
4178,Atf3,CG14275,0.000112776834,0.000112776834,0.03244181738945663,1.4888948246179627
4179,bi,CG14275,9.977332e-05,9.977332e-05,0.019609482857126888,1.707533859430513
4180,fd19B,CG14275,-1.8691893e-05,1.8691893e-05,2.7883591417002754e-05,4.554651289679655
4181,kay,CG14275,-0.0001516988,0.0001516988,6.391358837473502e-10,9.194406798668034
4182,Sox15,CG14275,0.0004607943,0.0004607943,5.573308534970908e-11,10.253886913999905
4183,ems,CG14298,2.394027e-05,2.394027e-05,0.008800148343719566,2.0555100069048513
4184,cad,CG14298,3.0324057e-07,3.0324057e-07,0.5258903019557166,0.27910483802083175
4185,ac,CG14298,1.0980278e-05,1.0980278e-05,0.45820294063463574,0.33894212794169437
4186,retn,CG14298,-5.685201e-07,5.685201e-07,0.797628445091139,0.09819936657473612
4187,jigr1,CG14298,1.48731715e-05,1.48731715e-05,0.0782567319613015,1.106478292402731
4188,E5,CG14298,3.8634703e-06,3.8634703e-06,0.8212109065828781,0.08554529135538368
4189,repo,CG14298,9.000715e-05,9.000715e-05,4.039001940158771e-06,5.393725938214007
4190,kni,CG14298,1.0896423e-06,1.0896423e-06,0.8607089026945015,0.06514370491037018
4191,Abd-B,CG14298,0.00015589522,0.00015589522,1.1147237654379381e-05,4.952832739798816
4192,pnt,CG14298,-2.2589029e-05,2.2589029e-05,2.4579345454293307e-05,4.609429686517649
4193,Antp,CG14298,0.00014989595,0.00014989595,3.5778584781193394e-05,4.446376841909336
4194,h,CG14298,0.0001407939,0.0001407939,8.546876965923179e-07,6.068192547755525
4195,sc,CG14298,-0.00011678774,0.00011678774,7.616645663654982e-07,6.118236247885521
4196,Lim1,CG14301,-0.008026165,0.008026165,5.172924188345047e-10,9.286263886335682
4197,ems,CG14301,0.04995305,0.04995305,3.360704117333544e-15,14.473569721944646
4198,bab2,CG14301,-0.0023025943,0.0023025943,0.14761393934397526,0.8308726296787746
4199,Mes2,CG14301,-0.0013621445,0.0013621445,9.288870682237688e-05,4.032037083238384
4200,Ubx,CG14301,0.015747987,0.015747987,2.586118202021906e-05,4.5873516289866805
4201,slbo,CG14301,0.011148701,0.011148701,1.3569785403626165e-06,5.867427020340109
4202,jigr1,CG14301,0.018519849,0.018519849,6.861828882551822e-10,9.163560116400818
4203,Scr,CG14301,0.00062951294,0.00062951294,0.4964463676326567,0.304127662575052
4204,pb,CG14301,0.0031918471,0.0031918471,6.364784113424045e-08,7.196216322558437
4205,gcm,CG14301,0.0025134333,0.0025134333,5.9012804522677295e-08,7.229053745473172
4206,Dfd,CG14301,-0.0047590006,0.0047590006,2.2443151864905734e-11,10.648916151809212
4207,H15,CG14301,0.0019195429,0.0019195429,0.007507158315622547,2.1245244253649602
4208,kay,CG14301,0.004171627,0.004171627,5.130471234174711e-05,4.289842743074789
4209,gem,CG14301,9.1469185e-05,9.1469185e-05,0.7254432446028468,0.1393965591324789
4210,bab2,CG14302,9.894874e-05,9.894874e-05,7.744331148559306e-06,5.111016084816765
4211,retn,CG14302,-4.7201984e-06,4.7201984e-06,0.006899097278457505,2.1612077313833877
4212,Optix,CG14302,-3.793038e-05,3.793038e-05,5.045985324122117e-05,4.297054016930226
4213,bs,CG14302,-4.58641e-05,4.58641e-05,0.0007218520445767434,3.141551809090502
4214,peb,CG14302,7.222793e-05,7.222793e-05,0.0004891196166302156,3.31058491901594
4215,CG10654,CG14302,5.8727915e-06,5.8727915e-06,0.05036030640101547,1.2979116362316598
4216,Awh,CG14302,6.989598e-05,6.989598e-05,0.021280496078151495,1.6720182522466973
4217,so,CG14302,-1.5044992e-05,1.5044992e-05,0.07141336465514617,1.146220504570668
4218,E5,CG14302,8.544972e-05,8.544972e-05,0.0005543867949046634,3.2561871228557333
4219,slp1,CG14302,-2.3859452e-06,2.3859452e-06,0.1331067212529766,0.8758000141768641
4220,fd19B,CG14302,3.857203e-06,3.857203e-06,0.04073058294616978,1.3900793741395594
4221,vnd,CG14302,-9.794894e-07,9.794894e-07,0.11482809992613884,0.9399518214367624
4222,sens,CG14309,0.0,0.0,,-0.0
4223,bab2,CG14309,0.0,0.0,,-0.0
4224,bs,CG14309,0.0,0.0,,-0.0
4225,Ets98B,CG14309,0.0,0.0,,-0.0
4226,Doc1,CG14309,0.0,0.0,,-0.0
4227,fd19B,CG14309,0.0,0.0,,-0.0
4228,fd96Cb,CG14309,0.0,0.0,,-0.0
4229,cad,CG14325,0.0,0.0,,-0.0
4230,nub,CG14325,0.0,0.0,,-0.0
4231,so,CG14325,0.0,0.0,,-0.0
4232,H15,CG14325,0.0,0.0,,-0.0
4233,dve,CG14325,0.0,0.0,,-0.0
4234,ems,CG14326,-0.0007870951,0.0007870951,1.5261201857949717e-06,5.816411263253864
4235,kay,CG14326,0.00021804491,0.00021804491,0.003061461524811666,2.5140711942282428
4236,Eip74EF,CG14326,-0.00029884247,0.00029884247,2.6923751534058747e-08,7.569864425985041
4237,Ubx,CG14326,0.0007600937,0.0007600937,8.856524035187527e-06,5.052736694426411
4238,E5,CG14326,0.0016543749,0.0016543749,8.095201062778197e-10,9.091772360082853
4239,gcm,CG14326,8.51775e-05,8.51775e-05,6.641553507727429e-06,5.1777303241077055
4240,Antp,CG14326,-0.00025322958,0.00025322958,0.0339847765919008,1.4687155806843002
4241,fd19B,CG14326,1.5260961e-05,1.5260961e-05,0.06597999423884414,1.1805877267118376
4242,Atf3,CG14326,0.000890028,0.000890028,3.9428042745143074e-12,11.404194781285433
4243,Sox14,CG14326,0.00037638666,0.00037638666,2.120308127810031e-06,5.6736010218619235
4244,vnd,CG14326,-3.446202e-05,3.446202e-05,0.014811660048531473,1.8293962642664756
4245,Sox15,CG14326,9.6521006e-05,9.6521006e-05,0.07573624330355004,1.1206962407124355
4246,Mes2,CG14332,0.00091160374,0.00091160374,7.309288784425626e-10,9.136124879133279
4247,ac,CG14332,-1.9612644e-05,1.9612644e-05,0.9135903036561945,0.03924851843596387
4248,knrl,CG14332,0.0027673577,0.0027673577,2.613293886194428e-06,5.582811747572489
4249,bs,CG14332,-0.00088016735,0.00088016735,0.0027535695260454763,2.5601039533585856
4250,Stat92E,CG14332,-0.0008569818,0.0008569818,0.0004564949509245024,3.340564021629691
4251,kni,CG14332,-0.00084253435,0.00084253435,0.08679098287381821,1.061525393389946
4252,vri,CG14332,0.0015984519,0.0015984519,1.716901921407225e-06,5.765254513347085
4253,fd19B,CG14332,0.00033963507,0.00033963507,2.9039141229700292e-08,7.537016231109584
4254,fd96Cb,CG14332,0.0010097696,0.0010097696,5.8676004216270235e-05,4.231539468889954
4255,vnd,CG14332,0.00078288873,0.00078288873,3.84239479149597e-07,6.415398015070451
4256,dve,CG14332,0.0031112344,0.0031112344,3.8104315784793234e-10,9.419025832319873
4257,bs,CG14340,0.0,0.0,,-0.0
4258,ems,CG14356,-0.0032473176,0.0032473176,0.01979894382853786,1.7033579764895845
4259,Mes2,CG14356,0.00076564745,0.00076564745,0.0005337457342790127,3.2726655828549553
4260,Awh,CG14356,0.005058168,0.005058168,0.002007163652201981,2.6974172162764667
4261,Ubx,CG14356,-0.005718262,0.005718262,0.000310831623216594,3.507474803610432
4262,jigr1,CG14356,0.0038753126,0.0038753126,4.066436134606407e-11,10.390786044120215
4263,E5,CG14356,0.014107619,0.014107619,0.000173789348708413,3.759976844336792
4264,repo,CG14356,-0.0021918828,0.0021918828,0.016285379471495283,1.7882021173289904
4265,eve,CG14356,-0.00015272597,0.00015272597,1.3475590814947937e-05,4.870452184801944
4266,Antp,CG14356,-4.4358117e-07,4.4358117e-07,0.9997142927808966,0.00012409879750196969
4267,fd19B,CG14356,-0.00032868556,0.00032868556,0.000259846584702848,3.5852829869590925
4268,fd96Cb,CG14356,0.0049332143,0.0049332143,5.163701859772907e-09,8.287038840842749
4269,sc,CG14356,0.0023476484,0.0023476484,0.04870947328087684,1.312386566639388
4270,fd96Cb,CG14357,0.0,0.0,,-0.0
4271,disco,CG14357,0.0,0.0,,-0.0
4272,sna,CG14357,0.0,0.0,,-0.0
4273,kni,CG14357,0.0,0.0,,-0.0
4274,bap,CG14357,0.0,0.0,,-0.0
4275,fd19B,CG14357,0.0,0.0,,-0.0
4276,ab,CG14357,0.0,0.0,,-0.0
4277,pnr,CG14357,0.0,0.0,,-0.0
4278,NK7.1,CG14357,0.0,0.0,,-0.0
4279,fd19B,CG14391,-2.1818454e-05,2.1818454e-05,9.261394796260173e-05,4.033323602227057
4280,Stat92E,CG14391,0.00022775274,0.00022775274,2.25249399025255e-10,9.647336359063056
4281,CG5953,CG14391,-4.7669682e-06,4.7669682e-06,0.9394119377332508,0.027143925248431247
4282,peb,CG14391,-0.00023456001,0.00023456001,1.2402199472986363e-06,5.906501287880166
4283,sna,CG14397,-3.4455309e-06,3.4455309e-06,0.17932450004018533,0.7463603713113813
4284,bi,CG14397,0.00013462835,0.00013462835,9.882009344208648e-07,6.005154739787187
4285,fd19B,CG14397,-1.5896181e-05,1.5896181e-05,1.1361292635986015e-06,5.944572253771239
4286,cad,CG14401,2.4509134e-05,2.4509134e-05,0.5047033997996347,0.29696376974769345
4287,retn,CG14401,0.00070124364,0.00070124364,2.587901834857399e-08,7.587052201491867
4288,CG10654,CG14401,0.0006527053,0.0006527053,0.0032217179027227956,2.491912489569934
4289,odd,CG14401,0.007988951,0.007988951,2.169178445029328e-11,10.663704719768267
4290,Scr,CG14401,0.012553712,0.012553712,0.00028838106277131694,3.5400332619968142
4291,cato,CG14401,-0.00050944823,0.00050944823,0.0011641781262303832,2.9339805649434996
4292,slp1,CG14401,-0.00037218354,0.00037218354,0.14312672007545407,0.8442792809987312
4293,fd19B,CG14401,-9.9434495e-05,9.9434495e-05,0.055570663332826696,1.2551544191212807
4294,Sox14,CG14401,0.0012352632,0.0012352632,1.3349326407195056e-05,4.8745406477839515
4295,gem,CG14401,4.459967e-06,4.459967e-06,0.9705227307769821,0.012994288472005112
4296,sc,CG14417,0.0018736443,0.0018736443,0.0002908167724005042,3.536380549838681
4297,abd-A,CG14417,0.0012126073,0.0012126073,3.187354637068955e-07,6.49656961259983
4298,knrl,CG14417,0.00086420286,0.00086420286,2.6109107517835194e-08,7.583207973320829
4299,Eip74EF,CG14417,-0.00017056789,0.00017056789,0.0372699286866962,1.428641438236339
4300,Ubx,CG14417,0.0017587853,0.0017587853,6.230388565686613e-05,4.205484867197775
4301,kni,CG14417,-4.1633568e-05,4.1633568e-05,0.7059525713692691,0.1512244755551674
4302,E(spl)mbeta-HLH,CG14417,0.0012367425,0.0012367425,5.31774257640357e-07,6.2742726900118555
4303,bi,CG14417,-0.00097258005,0.00097258005,1.1015401489003234e-07,6.957999669073269
4304,fd19B,CG14417,8.6221866e-05,8.6221866e-05,7.391886268889207e-07,6.131244723764927
4305,gl,CG14417,-2.5149553e-05,2.5149553e-05,0.0038852949024546974,2.4105760117026853
4306,ems,CG14418,5.2867723e-05,5.2867723e-05,0.01194343090433392,1.9228708986014955
4307,bab2,CG14418,0.00025679538,0.00025679538,0.010034495998731753,1.9985044358786912
4308,RunxA,CG14418,2.3766177e-06,2.3766177e-06,0.007548573026057156,2.122135139163097
4309,Dfd,CG14418,2.8554108e-05,2.8554108e-05,0.009715699692477337,2.012525917489343
4310,eve,CG14418,-1.7041508e-07,1.7041508e-07,0.7836058542261276,0.10590232810276602
4311,CG5953,CG14418,3.712468e-05,3.712468e-05,0.005369494127527435,2.270066628261742
4312,Awh,CG14418,7.6573e-05,7.6573e-05,0.007467405655958578,2.126830255614416
4313,en,CG14418,5.6723078e-05,5.6723078e-05,0.006737168302796282,2.1715226032985417
4314,retn,CG14418,-1.1670783e-05,1.1670783e-05,0.04850854665505613,1.3141817369003144
4315,CG10654,CG14418,-5.2014293e-06,5.2014293e-06,0.01535631496670184,1.813712988837924
4316,E5,CG14418,0.0001475335,0.0001475335,0.015400790048658913,1.8124569996198931
4317,Ets98B,CG14418,-2.3295946e-05,2.3295946e-05,0.013777073179357224,1.8608430347551321
4318,lbe,CG14418,1.24798935e-05,1.24798935e-05,0.01739117482740415,1.7596710790769354
4319,dve,CG14418,-2.7747292e-05,2.7747292e-05,0.005062069169492179,2.2956719248191058
4320,sens,CG14418,2.4963215e-06,2.4963215e-06,0.14805546392259306,0.8295755605296986
4321,Optix,CG14418,3.9378017e-05,3.9378017e-05,0.012500102123409641,1.9030864388757749
4322,gcm,CG14418,2.636535e-06,2.636535e-06,0.0675261598546651,1.1705279474714287
4323,bi,CG14418,-3.44107e-05,3.44107e-05,0.006086654766526022,2.2156213306183923
4324,nub,CG14418,-2.0081163e-05,2.0081163e-05,0.016732956935957537,1.776427306646865
4325,pdm3,CG14418,-1.377537e-05,1.377537e-05,0.030592742681700164,1.5143815861688648
4326,vvl,CG14418,-3.5964379e-06,3.5964379e-06,0.20046066871010945,0.6979708252272218
4327,bab2,CG14419,0.0,0.0,,-0.0
4328,Stat92E,CG14419,0.0,0.0,,-0.0
4329,rn,CG14419,0.0,0.0,,-0.0
4330,so,CG14419,0.0,0.0,,-0.0
4331,eve,CG14419,0.0,0.0,,-0.0
4332,slp1,CG14419,0.0,0.0,,-0.0
4333,Dfd,CG14419,0.0,0.0,,-0.0
4334,fd19B,CG14419,0.0,0.0,,-0.0
4335,gsb,CG14419,0.0,0.0,,-0.0
4336,fd96Cb,CG14419,0.0,0.0,,-0.0
4337,Mes2,CG14424,0.0,0.0,,-0.0
4338,peb,CG14424,0.0,0.0,,-0.0
4339,twi,CG14424,0.0,0.0,,-0.0
4340,rn,CG14424,0.0,0.0,,-0.0
4341,D,CG14424,0.0,0.0,,-0.0
4342,Abd-B,CG14424,0.0,0.0,,-0.0
4343,slp2,CG14439,-0.009753511,0.009753511,0.00148615838363336,2.8279349042547444
4344,ac,CG14439,-0.0076264897,0.0076264897,0.00014246398758430538,3.846294903866058
4345,retn,CG14439,0.00027259855,0.00027259855,0.6150757066043835,0.21107142579045216
4346,esg,CG14439,0.0186247,0.0186247,1.9575639197330172e-08,7.708284048154254
4347,rn,CG14439,-0.0048188427,0.0048188427,0.16250715129618043,0.7891275226842925
4348,kni,CG14439,-0.022488002,0.022488002,5.1551820783628904e-05,4.287755991053247
4349,slp1,CG14439,-0.0003559266,0.0003559266,0.8268766887474059,0.08255925149889298
4350,fd19B,CG14439,-6.2619125e-05,6.2619125e-05,0.8211920655483878,0.08555525548410448
4351,Atf3,CG14439,0.017993903,0.017993903,0.00010854742855600328,3.9643804603455908
4352,Sox14,CG14439,0.017721854,0.017721854,0.0013475062435029034,2.870469213886992
4353,sc,CG14439,0.012796383,0.012796383,0.00017311335161095793,3.7616694352595115
4354,CG10654,CG14456,-0.00019688989,0.00019688989,0.010051103888988298,1.9977862380873834
4355,gcm,CG14456,-0.00024621974,0.00024621974,7.656566699843654e-08,7.115965929788854
4356,grn,CG14457,0.003215165,0.003215165,5.634749271198606e-06,5.249125403940412
4357,odd,CG14457,0.0044100033,0.0044100033,1.0481287991757921e-10,9.97958534585011
4358,luna,CG14457,-0.0004509897,0.0004509897,7.722075787783753e-06,5.112265940337616
4359,H15,CG14457,0.0028148545,0.0028148545,1.3718565702443434e-08,7.862691292424899
4360,pnr,CG14457,0.0007505519,0.0007505519,0.06210849015326993,1.2068490282504003
4361,gl,CG14457,0.00016761107,0.00016761107,1.2696541414194285e-05,4.896314566389977
4362,D,CG14490,0.00012409613,0.00012409613,8.856002027112222e-10,9.052762292720622
4363,oc,CG14490,0.0005609085,0.0005609085,1.103774576341127e-09,8.957119613425238
4364,fd19B,CG14490,2.3127743e-06,2.3127743e-06,0.14699713618538113,0.83269112614299
4365,fd96Cb,CG14490,0.0004594892,0.0004594892,1.8008393008870138e-13,12.744525040013245
4366,NK7.1,CG14490,-5.0709473e-06,5.0709473e-06,0.3567750715943442,0.4476054980381621
4367,RunxA,CG14499,1.0811776e-05,1.0811776e-05,0.00010096717155578104,3.9958198096798925
4368,so,CG14499,-9.919613e-05,9.919613e-05,4.833747272316285e-07,6.315716059991197
4369,grn,CG14499,-1.2075839e-05,1.2075839e-05,0.00016224518435295374,3.7898281847585733
4370,vnd,CG14499,-1.9814186e-06,1.9814186e-06,4.794072840033955e-05,4.319295371682322
4371,grn,CG14500,-7.4487194e-05,7.4487194e-05,0.0025032221850156693,2.6015006008736914
4372,Mes2,CG14500,-9.371914e-05,9.371914e-05,4.71932406204723e-07,6.326120199913514
4373,slp2,CG14500,-0.00011716068,0.00011716068,1.2380042164610155e-08,7.907277876169993
